ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0045582	positive regulation of T cell differentiation	42/4549	125/18860	0.336	1.39304462519235	2.485720690927	0.0103866391936366	0.0477332167742468	0.0330146035842901	ACTL6A/ADA/CD74/CD83/CD86/CR1/EGR3/FOXP3/GLI2/GPR65/HLA-DRA/HLA-DRB1/HLX/IL12RB1/IL1RL2/IL23A/IL2RA/IL36B/IL4I1/IL7R/LEF1/LILRB2/MDK/NCKAP1L/NFKBIZ/NLRP3/OPA1/PRKCZ/PTPRC/RAG1/RARA/SASH3/SMARCB1/SOX12/SOX4/STAT5A/TESPA1/TGFBR2/TNFSF4/VSIR/WNT10B/ZBTB16	42
BP	GO:1904064	positive regulation of cation transmembrane transport	42/4549	125/18860	0.336	1.39304462519235	2.485720690927	0.0103866391936366	0.0477332167742468	0.0330146035842901	AKAP5/AKAP6/AMIGO1/ANK2/ANO6/APLNR/ATP1B2/ATP1B3/ATPSCKMT/BAK1/CAV1/CD4/CEMIP/CTSS/CX3CL1/CXCL10/EDN1/EDNRA/F2RL3/FHL1/FXYD3/FXYD4/FXYD6/G6PD/GAL/GPER1/HAP1/JPH2/KCNN4/KCNQ1/LRRC38/NPSR1/OPRK1/P2RX1/P2RX7/P2RY6/PLA2G1B/STAC/STAC3/TMSB4X/WNK2/XCL1	42
BP	GO:0006869	lipid transport	133/4549	461/18860	0.288503253796095	1.19612472336653	2.40363215277269	0.0103972496129797	0.0477472531282112	0.0330243118062207	ABCA12/ABCA13/ABCA3/ABCA6/ABCA8/ABCA9/ABCB1/ABCC1/ABCC2/ABCG2/ACE/ACSL1/ACSL4/ACSL5/AGTR1/AKR1C1/AKR1C4/ANO6/ANO7/ANO9/APOBR/APOC1/APOH/APOL3/APOLD1/APOO/ATG9B/ATP10A/ATP10B/ATP11A/ATP11B/ATP8A1/ATP8B3/BMP6/CAV1/CD36/CERT1/CETP/CFTR/CLU/CRABP1/CRABP2/CRY2/DAB2/DRD2/DRD4/ECRG4/EDN1/EGF/ERFE/ESYT3/FABP3/FABP4/FABP7/FZD4/GAL/GLTP/GOT2/IL1B/ITGAV/KCNJ8/KCNN4/KCNQ1/KDM5B/LBP/LDLR/LEP/LIPA/LRAT/LRP1/LYPLA1/MFSD2A/MSR1/NAXE/NFKBIA/NMB/NME4/NPC2/OSBP2/P2RX7/PLA2G10/PLA2G12B/PLA2G1B/PLA2G2A/PLA2G4F/PLA2G5/PLA2R1/PLEKHA8/PLIN2/PLPPR4/PLSCR4/PLTP/POMC/PPARG/PRELID2/PRELID3A/PTGES/RBP1/RBP2/RBP4/RETN/SERINC2/SFTPA1/SIGMAR1/SLC10A6/SLC22A1/SLC25A10/SLC25A20/SLC27A3/SLC27A5/SLC2A1/SLC43A3/SLC51A/SLC51B/SLC5A8/SLCO1B3/SLCO2A1/SLCO2B1/SPNS2/SPP1/STAR/STARD5/STRA6/STX12/SYT7/THBS1/TNFAIP8L3/TNFSF11/TREM2/TSKU/VDAC2/XKR9/YJEFN3	133
BP	GO:0031638	zymogen activation	22/4549	57/18860	0.385964912280702	1.60019746001627	2.55858774751845	0.0105180883874226	0.0482320758491459	0.0333596386712844	APOH/CFD/CLEC3B/CTSH/DHCR24/ENO1/F12/FCN1/FCN3/FGG/HP/HPN/MASP1/MELTF/MMP14/PGK1/PLAT/PLAU/PRSS3/SERPINE2/THBS1/VSIR	22
BP	GO:0051180	vitamin transport	22/4549	57/18860	0.385964912280702	1.60019746001627	2.55858774751845	0.0105180883874226	0.0482320758491459	0.0333596386712844	ABCC1/ABCC5/ABCG2/AMN/FOLR1/FOLR2/FOLR3/LRP2/RBP4/SLC19A1/SLC19A3/SLC22A1/SLC2A1/SLC2A5/SLC35F3/SLC44A4/SLC52A1/SLC52A2/SLC52A3/SLC5A6/STRA6/TCN1	22
BP	GO:0017158	regulation of calcium ion-dependent exocytosis	17/4549	41/18860	0.414634146341463	1.71905913387558	2.59860681056885	0.0105554735652597	0.0483684100499463	0.0334539340047771	ATP2A2/BAIAP3/CACNA1B/CBARP/CDK5R2/GNAI2/RPH3AL/SCAMP5/STX1A/STXBP1/SYT1/SYT12/SYT13/SYT2/SYT5/SYT7/ZP3	17
BP	GO:0030534	adult behavior	51/4549	157/18860	0.32484076433121	1.34677881188978	2.45996569856917	0.0105892536718549	0.0484880390959792	0.0335366752445016	AGRP/AGTPBP1/ARRB2/ATP1A2/BTBD9/CEND1/CHRNA5/CHRNA6/CHRNB4/CNTNAP2/CSTB/CXCL12/DMRT3/DRD2/DRD4/EN1/FADD/FGF12/FGF2/FOSB/FOXA2/GDNF/GRIN2D/HDAC2/HOXB8/HOXD10/HOXD9/ID2/LEP/LGI4/NLGN2/NR4A2/NR4A3/NTF4/OPRK1/PCDH17/PPP1R1B/PREX2/RNF180/SDK1/SHANK2/SHANK3/SLC1A1/SLC6A4/SLC7A11/SPTBN2/TMOD1/TUBA1A/UCHL1/USP46/ZIC1	51
BP	GO:0035358	regulation of peroxisome proliferator activated receptor signaling pathway	10/4549	20/18860	0.5	2.0729830732029	2.70675985855861	0.0106660697007369	0.0486283509660582	0.0336337217266346	ALOX15B/BMP2/CITED2/JUND/LEP/LMO3/PAQR3/PLIN5/PTGIS/TWIST1	10
BP	GO:0043116	negative regulation of vascular permeability	10/4549	20/18860	0.5	2.0729830732029	2.70675985855861	0.0106660697007369	0.0486283509660582	0.0336337217266346	ADM/AKAP12/ANGPT1/CLDN5/DDAH1/FERMT2/PDE2A/RAMP2/SH3GL2/SLIT2	10
BP	GO:0043129	surfactant homeostasis	10/4549	20/18860	0.5	2.0729830732029	2.70675985855861	0.0106660697007369	0.0486283509660582	0.0336337217266346	ABCA12/ABCA3/ADGRF5/CTSH/EPAS1/KDR/LPCAT1/NAPSA/RCN3/SFTPD	10
BP	GO:0045655	regulation of monocyte differentiation	10/4549	20/18860	0.5	2.0729830732029	2.70675985855861	0.0106660697007369	0.0486283509660582	0.0336337217266346	CD4/CD74/CDK6/CSF1/DCSTAMP/FES/FOXP1/HLA-DRB1/INPP5D/ZBTB46	10
BP	GO:0046653	tetrahydrofolate metabolic process	10/4549	20/18860	0.5	2.0729830732029	2.70675985855861	0.0106660697007369	0.0486283509660582	0.0336337217266346	ALDH1L1/ALDH1L2/ATIC/DHFR/FOLR1/MTHFD1L/MTHFD2/MTHFR/SHMT2/TYMS	10
BP	GO:0060231	mesenchymal to epithelial transition	10/4549	20/18860	0.5	2.0729830732029	2.70675985855861	0.0106660697007369	0.0486283509660582	0.0336337217266346	BASP1/DSG2/FZD7/GDNF/GREM1/LIF/SALL1/SIX2/SMO/TCF15	10
BP	GO:0006820	monoatomic anion transport	56/4549	175/18860	0.32	1.32670916684986	2.44802642358777	0.0106960037531512	0.0487296667023521	0.0337037965947586	ABCB1/ABCC1/ABCC2/ABCC5/ABCC6/ABCC9/ANO5/ANO6/ANO7/ANO9/BEST1/CFTR/CLCA2/CLCA4/CLCN2/CLCN4/CLIC2/CLIC3/CLIC5/CLNS1A/FXYD3/GABRA3/GABRA5/GABRE/GABRP/GABRQ/GABRR1/GPR89A/KCNK1/KCNK2/KCNQ1/LRRC8D/NMUR1/P2RY6/PACC1/PRKG2/SLC12A4/SLC12A8/SLC19A1/SLC1A1/SLC1A4/SLC1A7/SLC26A6/SLC26A9/SLC4A11/SLC4A3/SLC4A4/SLC5A6/SLC5A8/SLC6A14/SLC6A2/TG/TRPA1/TTYH3/VDAC2/VDAC3	56
BP	GO:0090090	negative regulation of canonical Wnt signaling pathway	49/4549	150/18860	0.326666666666667	1.35434894115923	2.45653062616652	0.0107715914387956	0.0490386788917502	0.0339175243848622	AMER1/AXIN2/BMP2/CAV1/CDH2/CTHRC1/DAB2/DACT3/DDIT3/DKK1/DKK2/DKK4/EGR1/FERMT1/FRZB/FZD6/GREM1/HDAC1/IGFBP2/ISL1/JADE1/KREMEN1/LATS2/LIMD1/LRP4/MAD2L2/MDK/MESP1/NKD1/NKX2-5/PRICKLE1/PTPRO/RBMS3/SFRP2/SFRP5/SHISA3/SIAH2/SNAI2/SOST/SOX17/SOX2/SOX9/TBX18/TLE2/TMEM170B/TMEM88/TPBG/WNT5A/WNT5B	49
BP	GO:0050777	negative regulation of immune response	70/4549	226/18860	0.309734513274336	1.28414880640888	2.42286556688779	0.0109128958447353	0.0494657697673904	0.0342129211108028	A2M/ARG2/ARRB2/ASCL2/AURKB/C4BPA/C4BPB/CCR2/CD55/CD69/CLEC12A/CLU/COL3A1/CR1/DDX39A/DNAJA3/DRD2/DTX4/FGL2/FGR/FOXJ1/FOXP3/FYN/HAVCR2/HCK/HLA-DRB1/HLA-E/HLX/IFI16/IL1RL1/IL20RB/IL33/IL4I1/IL7R/INPP5D/IRAK3/LGALS3/LILRB1/MASP1/MMP12/NCKAP1L/NECTIN4/OLFM4/PARP1/PGLYRP3/PPARG/PSMB4/PTPRC/RPS19/SAMHD1/SAMSN1/SERPINB4/SERPING1/SFN/SMAD7/SPI1/SPINK5/SPN/STAT5A/SUSD4/TBX21/TNFSF18/TNFSF4/TREM2/TTLL12/USP5/VSIG4/XCL1/YWHAG/YWHAZ	70
BP	GO:0072330	monocarboxylic acid biosynthetic process	73/4549	237/18860	0.308016877637131	1.27702754720516	2.41966150917104	0.0109195423923269	0.0494657697673904	0.0342129211108028	ABHD3/ACACB/ACADL/ACOT7/ACOX2/ACSL1/ACSL4/ACSM3/AKR1C3/AKR1C4/ALDH1A2/ALOX12/ALOX12B/ALOX15B/ALOX5/ALOXE3/APOC1/BRCA1/CBR1/CD74/CTHRC1/CYP27A1/CYP2D6/EDN1/EDN2/EHHADH/EIF6/ELOVL2/ELOVL4/ELOVL6/ERLIN2/FADS6/FGF19/FGFR4/GAMT/GATM/GPIHBP1/GSTM2/GSTM4/GSTP1/HACD1/HACD4/HPGDS/HSD17B4/IL1B/KAT2B/KMO/LPL/LTC4S/MGLL/MID1IP1/MTHFD1L/MTHFD2/NME1/PDK4/PECR/PLA2G10/PLA2G1B/PLA2G4F/PNLIPRP3/PRMT3/PTGDS/PTGES/PTGES2/PTGIS/QKI/RBP1/RDH10/SHMT2/SLC27A5/STAR/TBXAS1/TRIB3	73
BP	GO:0046632	alpha-beta T cell differentiation	47/4549	143/18860	0.328671328671329	1.36266020196554	2.45432519367769	0.0109294936026395	0.0494657697673904	0.0342129211108028	ADA/ASCL2/BCL11B/CD69/CD83/CD86/ENTPD7/FOXP1/FOXP3/GPR65/HLA-DRA/HLA-DRB1/HLX/IL12RB1/IL12RB2/IL18R1/IL23A/IL6/IL6R/IL6ST/IRF1/ITK/JUNB/LEF1/NCKAP1L/NFKBIZ/NKX2-3/NLRP3/OPA1/PRKCZ/PRR7/PTCRA/PTGER4/RARA/RORC/RSAD2/SASH3/SMAD7/SOCS3/SPN/STAT5A/TBX21/TGFBR2/TNFSF18/TNFSF4/TOX/ZBTB16	47
BP	GO:0001916	positive regulation of T cell mediated cytotoxicity	16/4549	38/18860	0.421052631578947	1.74566995638139	2.59410688862595	0.0109358569971585	0.0494657697673904	0.0342129211108028	B2M/CD1C/CD1E/FADD/HLA-DRA/HLA-DRB1/HLA-E/IL12RB1/IL23A/P2RX7/PTPRC/RAET1G/RAET1L/ULBP2/ULBP3/XCL1	16
BP	GO:0019934	cGMP-mediated signaling	16/4549	38/18860	0.421052631578947	1.74566995638139	2.59410688862595	0.0109358569971585	0.0494657697673904	0.0342129211108028	ADORA2B/AGTR2/AQP1/CD36/EDNRB/GUCY1A1/GUCY1A2/HTR2C/IRAG1/KDR/NPPC/NPR1/PDE2A/PRKG1/RUNDC3A/THBS1	16
BP	GO:0031112	positive regulation of microtubule polymerization or depolymerization	16/4549	38/18860	0.421052631578947	1.74566995638139	2.59410688862595	0.0109358569971585	0.0494657697673904	0.0342129211108028	AURKB/CDK5R1/CKAP5/DRG1/FES/HSPA1B/MAP1B/NAV3/OCLN/PAK1/PSRC1/SKA1/SLAIN1/SPAST/STMN2/TRPV4	16
BP	GO:0038094	Fc-gamma receptor signaling pathway	16/4549	38/18860	0.421052631578947	1.74566995638139	2.59410688862595	0.0109358569971585	0.0494657697673904	0.0342129211108028	CD247/CD33/CLEC4E/FCER1G/FCGR1A/FCGR2A/FCGR3A/FCGR3B/FGR/FYN/HCK/LIMK1/MYO1G/PAK1/PLPP4/PRKCE	16
BP	GO:0070229	negative regulation of lymphocyte apoptotic process	16/4549	38/18860	0.421052631578947	1.74566995638139	2.59410688862595	0.0109358569971585	0.0494657697673904	0.0342129211108028	ADA/ARG2/AURKB/BCL11B/CD74/DOCK8/FADD/FOXP1/IL7R/NOC2L/PRKCQ/PTCRA/RAG1/RORC/SLC46A2/TSC22D3	16
BP	GO:1901889	negative regulation of cell junction assembly	16/4549	38/18860	0.421052631578947	1.74566995638139	2.59410688862595	0.0109358569971585	0.0494657697673904	0.0342129211108028	ACE/ACVRL1/ARHGAP6/DKK1/DLC1/EPHA7/FAM107A/IL1B/MMP14/NEGR1/RCC2/RNF7/ROBO2/THBS1/TLR2/WNT5A	16
BP	GO:0030307	positive regulation of cell growth	54/4549	168/18860	0.321428571428571	1.33263197563044	2.44159180019484	0.0109477547160687	0.0494841645571086	0.0342256438379015	ACSL4/ADCY10/AKAP6/BCL11A/BDNF/BMPR2/CDKL5/CRABP2/CSNK2A1/CXCL12/CXCL16/DDX49/DNPH1/EDN1/EGFR/EIF4G1/EXOSC2/EXOSC4/HBEGF/HPN/HYAL1/KRT17/L1CAM/LIMK1/LPAR3/MACF1/MAP1B/MAP3K13/MFSD2A/MMP14/NRP1/NTN1/PAK1/PARP2/PRR5/PRSS2/RASAL1/RIMS2/RND2/S100A9/SDCBP/SEMA5A/SFN/SFRP2/SLC44A4/SMAD7/SPHK1/SYT1/SYT2/TGFB2/TRPV2/WNT3/WNT3A/ZNF639	54
BP	GO:0040013	negative regulation of locomotion	123/4549	424/18860	0.290094339622642	1.20272131133942	2.38029778921148	0.0111413087556582	0.0503230379035054	0.034805849255854	ACVR1C/ACVRL1/ADA/ADAMTS9/ADARB1/ADGRG1/AGTR2/AIF1/ALOX15B/APOH/ARHGDIB/ARRDC3/ATP1B2/BMP5/C5/C5AR2/CCL2/CCL21/CD69/CD74/CDH1/CITED2/CLDN5/COL3A1/CX3CL1/CXCL12/CXCL13/CYGB/DACH1/DCN/DLC1/DLG5/DLL4/DNAI3/DPP4/DRD2/DSG3/DUSP1/EMILIN2/ENG/EPHA1/EPPK1/FGF2/FRMD5/GREM1/GSTP1/GTPBP4/HAS1/HDAC1/HDAC2/HMOX1/HYAL2/IDH2/IGFBP3/IGFBP5/IL24/IL33/JAG1/JUP/KLF4/KRT16/LIMCH1/LRP1/MARVELD3/MCTP1/MEF2C/MEOX2/MITF/MMP28/MMRN1/MMRN2/NAV3/NEDD9/NGFR/NKX2-1/NRP1/PDCD10/PFN2/PLXNB3/PODN/PPARG/PRKG1/PTGER4/PTPRG/PTPRM/PTPRO/RAP2B/RECK/RGCC/RHOB/RIN3/RIPOR2/ROBO2/ROBO4/RRAS/SCAI/SEMA3F/SEMA5A/SFRP2/SINHCAF/SLIT2/SLURP1/SMAD7/SPINT2/SPOCK3/SRGAP2C/STARD13/STK26/SULF1/TACSTD2/TBX5/TBXA2R/TET1/TGFBR3/THBS1/TIE1/TRIB1/VASH1/WAS/WNT3/WNT3A/WNT5A/ZEB2	123
BP	GO:0006941	striated muscle contraction	65/4549	208/18860	0.3125	1.29561442075181	2.41700132242397	0.0112215242967591	0.0505177670207575	0.0349405333405827	ABCC9/ADCY10/ADGRD1/ADRA1B/ALDOA/ANK2/ARG2/ATP1A2/ATP2A1/ATP2A2/CA3/CACNA1C/CACNA2D1/CASQ2/CAV1/CCDC78/CHGA/CLIC2/DDIT3/DLG1/DSC2/DSG2/DSP/FGF12/GJA5/GPD1L/GSTM2/JPH2/JPH3/JPH4/JSRP1/JUP/KCNJ5/KCNJ8/KCNQ1/MB/NKX2-5/NUP155/PDE4D/PIK3CG/PKP2/PLN/PPP1R13L/PRKD1/RCSD1/REM1/RGS2/RNF207/RYR1/RYR2/SCN4B/SCN7A/SCN8A/SGCD/SLC8A1/SMAD7/STAC/STAC3/SYNM/TMEM38B/TNNC1/TNNI1/TNNI3/TNNT1/TRPV4	65
BP	GO:0030509	BMP signaling pathway	57/4549	179/18860	0.318435754189944	1.32022385667671	2.42695904021904	0.0112263129554871	0.0505177670207575	0.0349405333405827	ACVRL1/BMP2/BMP5/BMP6/BMP7/BMP8A/BMP8B/BMPER/BMPR2/CAV1/CCN1/CDH5/CHRDL1/CRIM1/DKK1/DLX1/DLX3/DLX5/EGR1/ELAPOR2/ENG/ERFE/FAM83G/FOXD1/FST/FSTL3/FSTL4/GREM1/HES1/HOXA13/KCP/KDR/LEF1/LRP2/MSX2/PPARG/PRMT1/RGMA/RUNX2/SCUBE3/SCX/SFRP2/SMAD6/SMAD7/SMAD9/SMPD3/SORL1/SOST/SOX11/SULF1/TFAP2B/TGFBR3/TMEM100/TMEM119/UBE2O/WNT5A/ZNF423	57
BP	GO:0048678	response to axon injury	30/4549	84/18860	0.357142857142857	1.48070219514493	2.48941050510003	0.0112413397202638	0.0505177670207575	0.0349405333405827	BNIP3/CDK1/DHFR/DRD2/FGF2/FLRT3/FOLR1/GAP43/ISL1/JUN/KCNK2/KLF4/KREMEN1/LAMB2/MAP1B/NEFL/NPPC/P2RY12/PTPRF/PTPRS/RANGAP1/RGMA/RTN4R/SCARF1/SLC1A1/SPP1/TNC/TREM2/TYROBP/UCK2	30
BP	GO:0062012	regulation of small molecule metabolic process	106/4549	360/18860	0.294444444444444	1.22075669866393	2.38430376583886	0.0112531939838227	0.0505177670207575	0.0349405333405827	ACACB/ACADL/ADCY10/ADM/AGTR1/AKR1C3/APOC1/ATPSCKMT/BEND3/BMP2/BMP5/BMP6/BRCA1/C1QTNF12/CAV1/CD244/CD74/CH25H/CLCN2/DAB2/DDIT4/EDN1/EDN2/EGR1/EIF6/ENO1/ERFE/ERLIN2/FABP3/FBP1/FGF19/FGFR4/FMO1/FMO2/FMO5/FOXK2/GNB3/GNMT/GPD1/GPER1/GPIHBP1/GPR146/IGFBP3/IL1B/KAT2A/KAT2B/LDLR/LEP/LEPR/ME1/MFSD2A/MID1IP1/NLN/NME1/NNMT/NR0B1/NUPR1/P2RX7/P2RY1/P2RY6/PAQR3/PARP1/PDK1/PDK4/PDP1/PGK1/PHKA1/PID1/PLEK/PLIN5/PMAIP1/PPARG/PPARGC1A/PPP1R3G/PRKG1/PRMT3/PRXL2C/PTH1R/QKI/RDH10/RORC/SDHAF3/SEC14L2/SIRT7/SLC4A4/SLC7A11/SLC7A7/SNAI1/SNAI2/SORBS1/SOX9/STAR/TMSB4X/TPK1/TREM2/TRIB3/TWIST1/TYSND1/UCHL1/UGT1A1/UGT1A10/UGT1A6/UGT1A7/UGT1A8/WDR5/ZNF692	106
BP	GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling	15/4549	35/18860	0.428571428571429	1.77684263417392	2.59347394800819	0.0112560378034833	0.0505177670207575	0.0349405333405827	ANK2/ATP1A2/ATP2A2/CACNA1C/CASQ2/CLIC2/GSTM2/JPH2/JPH3/JPH4/PLN/RYR2/SLC8A1/TMEM38B/TNNI3	15
BP	GO:0045684	positive regulation of epidermis development	15/4549	35/18860	0.428571428571429	1.77684263417392	2.59347394800819	0.0112560378034833	0.0505177670207575	0.0349405333405827	ALOX15B/CYP27B1/ELAPOR2/ETV4/FGF2/KDF1/KRT10/MACROH2A2/NME2/PKP1/PLAAT4/SFN/TMEM79/TRIM16/ZBED2	15
BP	GO:0046033	AMP metabolic process	11/4549	23/18860	0.478260869565217	1.98285337436799	2.65906583462986	0.0112563722052899	0.0505177670207575	0.0349405333405827	ADA/ADSL/ADSS1/AK1/AK4/ATIC/GART/HPRT1/PAICS/PPAT/XDH	11
BP	GO:0071450	cellular response to oxygen radical	11/4549	23/18860	0.478260869565217	1.98285337436799	2.65906583462986	0.0112563722052899	0.0505177670207575	0.0349405333405827	BMP7/CD36/CYGB/DHFR/FBLN5/MB/MT3/NQO1/PRDX1/PRDX2/SOD3	11
BP	GO:0071451	cellular response to superoxide	11/4549	23/18860	0.478260869565217	1.98285337436799	2.65906583462986	0.0112563722052899	0.0505177670207575	0.0349405333405827	BMP7/CD36/CYGB/DHFR/FBLN5/MB/MT3/NQO1/PRDX1/PRDX2/SOD3	11
BP	GO:0043373	CD4-positive, alpha-beta T cell lineage commitment	14/4549	32/18860	0.4375	1.81386018905254	2.59779578086879	0.0114891234135578	0.0508406451034263	0.0351638514537487	CD69/FOXP3/IL12RB1/IL23A/IL6/IL6R/IL6ST/OPA1/SOCS3/SPN/STAT5A/TBX21/TNFSF18/TOX	14
BP	GO:0002820	negative regulation of adaptive immune response	27/4549	74/18860	0.364864864864865	1.51271737774266	2.49148941306045	0.011535746137592	0.0508406451034263	0.0351638514537487	ASCL2/C4BPA/C4BPB/CD69/CR1/FOXJ1/FOXP3/HAVCR2/IL1RL1/IL20RB/IL33/IL4I1/IL7R/LILRB1/NCKAP1L/PTPRC/SAMSN1/SMAD7/SPN/STAT5A/SUSD4/TBX21/TNFSF18/TNFSF4/USP5/XCL1/YWHAG	27
BP	GO:0002407	dendritic cell chemotaxis	12/4549	26/18860	0.461538461538462	1.91352283680268	2.62795005664652	0.0115421951747065	0.0508406451034263	0.0351638514537487	ARHGEF5/C1QBP/CCL21/CCR1/CCR2/CXCR1/CXCR2/GAS6/PIK3CG/SPI1/TNFSF18/TRPM2	12
BP	GO:0032331	negative regulation of chondrocyte differentiation	12/4549	26/18860	0.461538461538462	1.91352283680268	2.62795005664652	0.0115421951747065	0.0508406451034263	0.0351638514537487	ADAMTS12/CCN4/EFEMP1/GREM1/NKX3-2/NR5A2/PTHLH/RARG/RFLNA/RFLNB/SNAI2/SOX9	12
BP	GO:0051438	regulation of ubiquitin-protein transferase activity	12/4549	26/18860	0.461538461538462	1.91352283680268	2.62795005664652	0.0115421951747065	0.0508406451034263	0.0351638514537487	ARRDC3/CDC20/CDKN2A/FBXO5/MAD2L1/MAD2L2/MAGEC2/PLK1/RPS7/UBE2C/UBE2S/USP44	12
BP	GO:0051590	positive regulation of neurotransmitter transport	12/4549	26/18860	0.461538461538462	1.91352283680268	2.62795005664652	0.0115421951747065	0.0508406451034263	0.0351638514537487	BAIAP3/CACNA1B/DRD2/DRD4/GPER1/GPR158/KMO/RAB3B/SLC18A3/STX1A/STXBP1/SYT1	12
BP	GO:0098581	detection of external biotic stimulus	12/4549	26/18860	0.461538461538462	1.91352283680268	2.62795005664652	0.0115421951747065	0.0508406451034263	0.0351638514537487	C4B/HLA-DRB1/LBP/NLRC4/NOD1/NR4A1/PGLYRP3/PGLYRP4/SSC5D/TLR2/TLR4/TREM2	12
BP	GO:0006518	peptide metabolic process	24/4549	64/18860	0.375	1.55473730490218	2.50626476709858	0.011556189874258	0.0508406451034263	0.0351638514537487	ABCB9/ACE/ADAMTS13/ANPEP/BDH2/CHAC1/CHAC2/CPA4/CPM/CPQ/CTSH/ENPEP/GCLC/GCLM/GSS/LGALS4/LTA4H/MME/MMP7/NLN/PCSK1/SLC1A1/SLC7A11/THOP1	24
BP	GO:0032233	positive regulation of actin filament bundle assembly	24/4549	64/18860	0.375	1.55473730490218	2.50626476709858	0.011556189874258	0.0508406451034263	0.0351638514537487	ARHGEF15/ARHGEF5/BAG4/CCN2/CD47/CX3CL1/EPHA1/FERMT2/FHOD1/FHOD3/GPR65/LIMCH1/LIMK1/MYOC/NRP1/PAK1/PFN2/PLEK/RAPGEF3/RGCC/SDC4/SYNPO/SYNPO2/VIL1	24
BP	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	24/4549	64/18860	0.375	1.55473730490218	2.50626476709858	0.011556189874258	0.0508406451034263	0.0351638514537487	ASCL2/CD69/CD83/CD86/FOXP3/GPR65/HLA-DRA/HLA-DRB1/HLX/IL12RB1/IL23A/JUNB/NCKAP1L/NFKBIZ/NLRP3/OPA1/PRKCZ/RARA/SASH3/SMAD7/STAT5A/TBX21/TNFSF18/TNFSF4	24
BP	GO:0010818	T cell chemotaxis	13/4549	29/18860	0.448275862068966	1.85853654838881	2.60857545256867	0.0115998613534529	0.0508406451034263	0.0351638514537487	CCL21/CCL26/CCL3/CCR2/CXCL10/CXCL12/CXCL13/CXCL16/PIK3CG/S100A7/TNFSF14/WNT5A/XCL1	13
BP	GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	13/4549	29/18860	0.448275862068966	1.85853654838881	2.60857545256867	0.0115998613534529	0.0508406451034263	0.0351638514537487	CCNB1/CDC25A/CDC25C/CDC7/CDK1/CDK4/CHEK1/DBF4B/DTL/FBXO5/RCC2/RRM1/WNT10B	13
BP	GO:0035025	positive regulation of Rho protein signal transduction	13/4549	29/18860	0.448275862068966	1.85853654838881	2.60857545256867	0.0115998613534529	0.0508406451034263	0.0351638514537487	ADGRG1/AKAP13/ARHGEF3/ARRB1/COL3A1/F2RL1/FERMT2/FXR1/GPR4/LPAR2/NET1/RTN4R/TEK	13
BP	GO:0045830	positive regulation of isotype switching	13/4549	29/18860	0.448275862068966	1.85853654838881	2.60857545256867	0.0115998613534529	0.0508406451034263	0.0351638514537487	ATAD5/EXOSC3/HMCES/KMT5C/MAD2L2/MSH2/NSD2/PMS2/PTPRC/TBX21/TFRC/TNFSF13/TNFSF4	13
BP	GO:0060561	apoptotic process involved in morphogenesis	13/4549	29/18860	0.448275862068966	1.85853654838881	2.60857545256867	0.0115998613534529	0.0508406451034263	0.0351638514537487	BAK1/BMP7/CCN1/CDKN2A/FZD5/HNF1B/JAG2/LEF1/NKX2-5/SCRIB/SPI1/TGFB2/TNFRSF1B	13
BP	GO:1900745	positive regulation of p38MAPK cascade	13/4549	29/18860	0.448275862068966	1.85853654838881	2.60857545256867	0.0115998613534529	0.0508406451034263	0.0351638514537487	AGER/BMP2/DSC2/GADD45B/IL1B/LEP/MAP3K3/OPRK1/PRMT1/RELL2/SASH1/SPHK1/SPI1	13
BP	GO:0055013	cardiac muscle cell development	32/4549	91/18860	0.351648351648352	1.45792216137347	2.46873286571011	0.0116003501997641	0.0508406451034263	0.0351638514537487	AKAP6/ALPK2/ALPK3/ASB2/CCNB1/CDK1/COL14A1/EDN1/FHL2/FHOD3/FOXP1/G6PD/ISL1/MYH10/MYH11/NEB/NEBL/NKX2-5/PAK1/PARP2/PI16/PITX2/PRICKLE1/PRKG1/RGS2/SGCD/SHOX2/SLC8A1/SORBS2/TBX18/TBX5/TOMM70	32
BP	GO:0086003	cardiac muscle cell contraction	32/4549	91/18860	0.351648351648352	1.45792216137347	2.46873286571011	0.0116003501997641	0.0508406451034263	0.0351638514537487	ABCC9/ADCY10/ANK2/ATP1A2/ATP2A1/ATP2A2/CACNA1C/CACNA2D1/CASQ2/CAV1/DLG1/DSC2/DSG2/DSP/FGF12/GJA5/GPD1L/JUP/KCNJ5/KCNJ8/KCNQ1/NUP155/PDE4D/PKP2/PLN/RNF207/RYR2/SCN4B/SCN7A/SCN8A/SGCD/TNNC1	32
BP	GO:0150076	neuroinflammatory response	32/4549	91/18860	0.351648351648352	1.45792216137347	2.46873286571011	0.0116003501997641	0.0508406451034263	0.0351638514537487	AGER/AIF1/C1QA/C5AR1/CCL3/CCR1/CLU/CST7/CX3CL1/CX3CR1/FPR2/IL1B/IL33/IL6/ITGAM/ITGB2/JUN/KCNJ8/LDLR/LRP1/LRRK2/MMP3/MMP9/NUPR1/PTPRC/SMO/SPHK1/TLR3/TNFRSF1B/TREM2/TYROBP/ZEB2	32
