gene	conMean	treatMean	logFC	pValue	fdr
CFAP161	4.13687254901961	0.798511350293542	-2.37315569111818	1.5302149825661e-21	7.11168071587777e-21
CFAP20DC	0.41348431372549	2.90039667318982	2.81034571983523	7.09193133256261e-26	5.78889634555268e-25
CFAP221	7.87822745098039	1.06939138943249	-2.88108110381179	1.07922650030544e-29	2.1586552636342e-28
CFAP251	2.85587647058824	9.23885675146771	1.69378076082962	5.93951323679945e-13	1.37216578045909e-12
CFAP300	7.34438431372549	3.57201291585127	-1.03990425640842	5.06956044045e-09	9.15763118899056e-09
CFAP43	8.92786274509804	1.25388806262231	-2.83190628638529	1.41902042310522e-16	4.24891366076242e-16
CFAP45	13.4208450980392	2.84431800391389	-2.23832084251352	3.16979885888845e-14	7.95457693605488e-14
CFAP52	10.4131509803922	1.30217671232877	-2.99940954048599	7.42402350053045e-15	1.954978374891e-14
CFAP53	13.8179549019608	5.60065714285714	-1.30287609021166	0.00114201628640265	0.00145827692071523
CFAP57	5.76254901960784	1.48484892367906	-1.95639096687158	1.43448808086316e-12	3.23646784420681e-12
CFAP58	3.74042156862745	0.730372211350294	-2.35649709901516	1.51104613844864e-17	4.86199683882477e-17
CFAP70	2.60743725490196	0.898367906066536	-1.53725424239089	3.06023321118498e-10	5.96365597347119e-10
CFAP73	9.55872156862745	1.21505440313112	-2.97579676699262	4.02982479339967e-14	1.00214891390107e-13
CFAP77	9.63074901960784	1.03367377690802	-3.21986705725317	1.38285886032703e-16	4.15072865123949e-16
CFAP94	4.80426078431373	0.987531115459883	-2.28241635444748	1.07522322605304e-18	3.80513467233082e-18
CFD	284.9864	39.8205279843444	-2.83930881810476	9.34974238279709e-31	3.33063740415734e-29
CFHR3	0.23651568627451	1.22358532289628	2.37110693198635	3.47053180963974e-14	8.68377301423131e-14
CFI	7.30129803921569	2.82694266144814	-1.36891035052547	2.0391779974122e-21	9.31995752262633e-21
CFL2	45.7276882352941	12.7725904109589	-1.84001683758495	3.47893344769147e-29	5.77725467125246e-28
CFLAR	40.2266843137255	14.5504702544031	-1.46708704853455	3.64571117809274e-28	4.66550249086224e-27
CFTR	14.1317058823529	2.54967181996086	-2.47055216020527	1.85806848117595e-28	2.57290077583144e-27
CGA	0.0173627450980392	1.43734227005871	6.37126477728523	0.0013286382252728	0.00168605552020003
CGN	75.9449431372549	20.7669694716243	-1.87066320602972	3.82805648133033e-25	2.78913062894985e-24
CGNL1	55.6085980392157	6.71062544031311	-3.05078882635731	1.56600795977302e-31	1.57735813812225e-29
CGREF1	0.573670588235294	7.87215342465753	3.77846387957088	2.05232529269909e-24	1.34572812416293e-23
CH25H	51.6306784313726	20.6422516634051	-1.32262820637499	1.69955817925974e-13	4.06622983841676e-13
CHAC1	3.96265490196078	13.9335990215264	1.81402871433284	7.35671788334393e-20	2.88813748598507e-19
CHAC2	4.97569019607843	22.2141798434442	2.15851231131875	6.95709445228264e-26	5.69949831312305e-25
CHAF1A	6.34768431372549	30.6943227005871	2.27366954952971	5.66444759645728e-28	6.97771049267972e-27
CHAF1B	2.38432745098039	13.7688285714286	2.5297515359865	1.09443535689556e-30	3.69399293836174e-29
CHCHD2	411.788633333333	869.478044618395	1.07824559060081	4.00326808972559e-19	1.46909819188326e-18
CHEK1	1.85172745098039	18.7215142857143	3.33775345741587	1.74178199293734e-31	1.57735813812225e-29
CHEK2	4.10901176470588	21.7758352250489	2.40586468903508	1.01691556475597e-30	3.5203530871206e-29
CHGA	0.51128431372549	15.2308630136986	4.89672811552537	0.0108743510802173	0.0128897817325736
CHGB	0.301547058823529	9.00451135029354	4.90019291834636	2.88674999823829e-10	5.63697016578177e-10
CHI3L2	82.8887960784314	9.17704520547945	-3.1750754891813	1.0511390983005e-27	1.19860041943877e-26
CHIA	8.09133921568627	0.509018786692759	-3.99058769721199	2.70058735584271e-29	4.62111912436406e-28
CHIT1	39.2872058823529	17.8747426614481	-1.13613709465667	5.92550562144446e-06	8.81836986277796e-06
CHODL	0.651272549019608	10.9579665362035	4.07257487407994	1.18988931593281e-20	5.04544461507816e-20
CHORDC1	5.4758568627451	12.6243919765166	1.20505726501409	3.73174975062913e-20	1.50530105222107e-19
CHP2	0.855460784313725	11.5303031311155	3.75258491085666	3.36110634782505e-11	6.9502675451043e-11
CHPF	71.6831411764706	178.306818003914	1.31465610582746	1.13864073009096e-16	3.44064200916698e-16
CHRDL1	96.7894509803922	8.22821761252446	-3.5561979630839	4.61690490512575e-31	2.14206094846808e-29
CHRM3	1.48868823529412	4.17721291585127	1.48849902783103	1.94165654061332e-11	4.09663161513554e-11
CHRNA5	0.198154901960784	1.81999549902153	3.19923432025582	4.30155181528918e-28	5.42252577574409e-27
CHRNA6	0.116109803921569	5.78510880626223	5.63878239500098	1.73378361753491e-07	2.85426321428348e-07
CHRNB4	0.0718352941176471	2.18858238747554	4.92916004072083	1.37911925608409e-28	1.95582868449488e-27
CHST2	13.8346490196078	53.3460947162427	1.94709661645889	7.11782344225116e-08	1.2027250850292e-07
CHST7	9.53035294117647	23.0780324853229	1.27591868433684	0.000235878500620723	0.000315587715477196
CHTF18	2.83020980392157	17.4810405088063	2.62681015032303	1.04421861774861e-28	1.5191805558431e-27
CIART	3.79807647058824	14.1795506849315	1.90047095968732	1.3766461436838e-16	4.13391894703625e-16
CIB2	3.85389803921569	15.9253450097847	2.04693431910644	7.05594353647151e-20	2.77570785798082e-19
CIBAR2	22.6298843137255	3.32980508806262	-2.7647195734715	2.2810626419385e-14	5.78917579188345e-14
CIITA	12.958762745098	5.11547045009785	-1.34098915130675	4.16406368453543e-21	1.85663883107374e-20
CILK1	15.0571	31.0089866927593	1.04224244908178	1.40340151320478e-10	2.78842146133594e-10
CILP	3.3835862745098	10.2499459882583	1.59899122762483	0.000503158539804242	0.000658122790728257
CILP2	1.33506078431373	8.19113874755382	2.61715860376537	1.81850006377386e-19	6.87335883192922e-19
CIP2A	2.07972549019608	17.9007152641879	3.10555221485029	2.52585488987581e-31	1.64741868928567e-29
CISH	37.3006254901961	10.703917221135	-1.80106095904534	1.41077333196745e-29	2.66762615614742e-28
CITED2	308.211145098039	62.1087311154599	-2.31105103264021	1.54656331931781e-30	4.76715784797026e-29
CITED4	21.7842176470588	50.8906778864971	1.22411810718887	3.6028252052137e-07	5.79689466042071e-07
CKAP2	9.18021176470588	38.6131859099804	2.07249425503743	3.62408931890738e-29	5.96693047494738e-28
CKAP2L	0.745233333333333	12.5420270058708	4.07293451530268	1.63409508624858e-31	1.57735813812225e-29
CKAP4	78.8091156862745	229.625657925636	1.54284943698956	9.99820418914016e-25	6.88702830395823e-24
CKAP5	26.1845588235294	62.3567362035225	1.25182912089659	7.40359792942475e-22	3.57752239245396e-21
CKM	0.35391568627451	1.77387788649706	2.32542908661645	0.00268591985585651	0.00333144503438381
CKMT1A	0.408164705882353	8.26587749510763	4.33994463970162	3.65037127088809e-26	3.15718529969635e-25
CKMT1B	0.379170588235294	9.76515029354207	4.68672328279497	3.91809932062071e-27	4.0165724318679e-26
CKS1B	12.3897019607843	73.5403794520548	2.56939513725493	1.02764439904194e-30	3.5303376670395e-29
CKS2	68.6890137254902	244.789007240705	1.83338749752988	4.51439609206547e-24	2.81909628302386e-23
CLC	5.14578431372549	2.3130927592955	-1.1535678657009	2.07416204751979e-08	3.61332410368577e-08
CLCA2	3.71195098039216	239.584305675147	6.01221193659829	1.95249474076198e-21	8.9509784363421e-21
CLCA4	0.183176470588235	22.2686068493151	6.92563329594193	1.79333550241101e-17	5.75239311429105e-17
CLCN2	1.04707843137255	6.28338082191781	2.58517150997636	1.79645110183457e-27	1.96070220904354e-26
CLCN4	8.63087058823529	3.61941056751468	-1.25375132113272	3.45465163716266e-19	1.27609443921568e-18
CLDN1	66.2611411764706	652.734081604697	3.30026041415956	1.78871247597962e-19	6.77022908275886e-19
CLDN10	1.45693137254902	10.3643502935421	2.83062485430034	7.86430066460661e-07	1.23863652908136e-06
CLDN16	1.65419607843137	7.71870293542074	2.22222818179961	4.56828572253605e-07	7.30763661487481e-07
CLDN18	800.598449019608	13.9706277886497	-5.84061006410155	5.98998041454851e-32	1.57735813812225e-29
CLDN2	6.80395490196078	2.81684109589041	-1.27229539809275	1.29521522284378e-10	2.58182499979535e-10
CLDN20	0.566476470588235	3.86643639921722	2.77091654369406	5.7897730262864e-09	1.04126449484338e-08
CLDN23	20.2613568627451	9.04834422700587	-1.16300507172309	2.4114443383287e-22	1.22949055935709e-21
CLDN5	141.945315686275	16.7950414872798	-3.07922797525987	1.90632761470372e-30	5.58293473451517e-29
CLDND1	33.3574098039216	75.3193913894325	1.17501407429531	4.79175314344482e-19	1.7484718699905e-18
CLEC10A	19.3755843137255	6.75998043052838	-1.51914884354483	2.66376124756299e-20	1.09046211653572e-19
CLEC12A	17.8737078431373	3.48267749510763	-2.35957016091524	2.29605988876611e-28	3.09372300980352e-27
CLEC14A	191.9062	23.1354547945205	-3.052223957431	1.58276832958252e-31	1.57735813812225e-29
CLEC1A	16.0046764705882	4.21474227005871	-1.9249771948543	2.10283167020976e-26	1.88891087022635e-25
CLEC2L	0.12261568627451	7.17727534246575	5.87122080750216	2.34001012399234e-14	5.93285947117757e-14
CLEC3B	168.218125490196	5.90827749510763	-4.83145176701836	6.45642086800537e-32	1.57735813812225e-29
CLEC4E	18.3589666666667	5.12677612524462	-1.84036105405	8.44516805276854e-22	4.05470177384168e-21
CLGN	1.91886078431373	8.12970450097847	2.08295286803304	3.03393576543466e-05	4.3085270610217e-05
CLIC2	73.341668627451	20.1046162426614	-1.86710629158281	4.19516785543376e-28	5.3082437878361e-27
CLIC3	183.178811764706	29.4776974559687	-2.63555689397942	1.48525981839568e-29	2.78120565993898e-28
CLIC5	121.99018627451	3.26092446183953	-5.22534026001434	7.42030353969327e-32	1.57735813812225e-29
CLNS1A	32.2023	76.444937964775	1.24725723798163	8.03376364645371e-26	6.49873235415048e-25
CLSPN	0.715156862745098	6.16309980430528	3.10732453115584	5.53968233993042e-30	1.259111974266e-28
CLSTN1	116.593790196078	306.960386888454	1.39656153599073	2.52871262910913e-19	9.43619381028258e-19
CLTCL1	1.6624137254902	4.30288121330724	1.37202354252564	3.85042290087894e-10	7.44446522384373e-10
CLU	301.681580392157	135.02438297456	-1.15980665775557	1.23846171302139e-18	4.35428947591192e-18
CMAS	40.220562745098	112.132329549902	1.47919711791541	6.82481193599697e-26	5.59452252264087e-25
CMKLR1	24.535162745098	9.08489569471624	-1.43330898520001	1.29567583470882e-20	5.471667014202e-20
CMSS1	5.45030588235294	19.0616412915851	1.80626324273612	1.0232672287376e-28	1.49514403194657e-27
CMTM2	6.04704509803922	1.32603268101761	-2.18911400631979	2.82921390633645e-22	1.43060737638384e-21
CNFN	2.53098039215686	74.3753146771037	4.87705563141609	1.85061497481562e-27	2.01168701891994e-26
CNGA1	0.391229411764706	1.21161800391389	1.63084818287215	2.17529431384757e-09	4.01323688039636e-09
CNGA4	5.2192862745098	0.713925244618395	-2.87000761289407	3.73112552567069e-16	1.08470985620327e-15
CNGB1	0.15803137254902	1.46089647749511	3.2085710518182	1.82539435175794e-06	2.79957391151698e-06
CNIH2	1.43281960784314	5.02979823874755	1.81164354453315	7.33321614624069e-14	1.79391433825225e-13
CNIH3	1.29064117647059	2.77373189823875	1.10374038831499	0.000248735195245074	0.000332196445840711
CNN1	52.9947176470588	14.5124246575342	-1.86855998613198	1.02401475707781e-21	4.86803635046039e-21
CNNM1	0.437392156862745	4.19719236790607	3.26242533117626	2.79219379272813e-13	6.60084195335712e-13
CNOT11	43.1335137254902	88.2572499021526	1.03290554848421	2.08687549496275e-25	1.59270243400181e-24
CNR1	7.64858039215686	2.79089647749511	-1.45446339092208	6.43622295626927e-20	2.54382126990538e-19
CNRIP1	20.7493019607843	5.4885362035225	-1.91856946488357	7.21386043051317e-30	1.56331187275053e-28
CNTN1	6.45666470588235	19.3267604696673	1.58173881976098	0.035339778067217	0.0401922621249681
CNTN5	0.289119607843137	1.44819021526419	2.32451274877471	6.73409490255664e-08	1.13934803902314e-07
CNTN6	9.43232156862745	0.305171624266145	-4.94992017621513	1.59517998139493e-31	1.57735813812225e-29
CNTNAP2	0.230141176470588	11.820253816047	5.68259807336488	5.2012546204639e-17	1.61023019103149e-16
CNTNAP3	0.577990196078431	1.17780645792564	1.02698556204879	0.00415806851656244	0.00508681978673503
COA6	11.996968627451	42.8113863013699	1.83532463878915	8.25567326430319e-23	4.43356582105638e-22
COBL	15.2218980392157	2.3576927592955	-2.6907006295537	6.47976729121213e-29	1.00324929126898e-27
COCH	0.504778431372549	9.92877495107632	4.29789355171474	1.02937301317326e-17	3.35366795742493e-17
COIL	17.6314235294118	35.8355270058708	1.023241611329	2.8846362351089e-21	1.30339604451825e-20
COL10A1	3.55323921568627	40.2019755381605	3.50005967364951	1.15034690857383e-22	6.07385962771447e-22
COL11A1	0.535854901960784	30.1798698630137	5.8156003720628	7.70204524046584e-29	1.16445411789974e-27
COL11A2	0.486552941176471	1.67842211350294	1.78643689452807	3.58567265180279e-07	5.77069021241827e-07
COL13A1	5.10405882352941	1.41718473581213	-1.84861712434862	2.25168388295638e-25	1.70787689902385e-24
COL14A1	32.6456039215686	15.6579712328767	-1.05999143251328	6.936823172604e-15	1.83025497623571e-14
COL16A1	16.4655039215686	37.7997810176125	1.1989312107862	5.82287900855023e-05	8.11297105205745e-05
COL17A1	2.3608431372549	170.396298434442	6.17344799861469	1.67195567838006e-24	1.11142656887293e-23
COL1A1	392.163131372549	1441.08823365949	1.8776328560448	2.32972864819432e-14	5.90790129212463e-14
COL1A2	370.776615686275	798.707938356164	1.10711779443358	6.91534268322246e-05	9.58169556303227e-05
COL22A1	0.222039215686275	7.17199412915851	5.0134878999752	1.65499715912923e-18	5.75442720238572e-18
COL24A1	0.59046862745098	1.42189373776908	1.26788133815278	1.44566465652313e-10	2.86902659059236e-10
COL27A1	4.38808039215686	13.4550837573386	1.61648950962423	6.29604436400875e-09	1.12975671130359e-08
COL2A1	0.170858823529412	5.13327338551859	4.90900243820285	2.60454407907337e-09	4.78942380980245e-09
COL3A1	466.109635294118	1580.719518591	1.76184015862657	8.40492272747501e-13	1.92428118948008e-12
COL4A3	18.3879352941176	1.4701904109589	-3.64468457234612	3.56313369021386e-30	9.02549117290381e-29
COL4A4	20.8781901960784	3.1842397260274	-2.71297580020451	1.83943489773914e-28	2.55233407547545e-27
COL4A5	8.72304901960784	30.1540409001957	1.78944694648303	2.97418066067718e-12	6.58376997865267e-12
COL4A6	1.68879607843137	16.7412442270059	3.30933971567762	1.14473053053056e-12	2.59704367210437e-12
COL5A1	45.7546509803922	126.230219569472	1.46406702694098	5.05239712865941e-10	9.6933940079623e-10
COL5A2	38.2699509803922	141.055056751468	1.88197442854195	2.1116091894984e-14	5.37193059495344e-14
COL6A5	6.20404117647059	1.18520352250489	-2.38807344242546	3.9814370690988e-26	3.40868871748668e-25
COL6A6	21.1817823529412	2.06783894324853	-3.356628262156	5.86455127898411e-30	1.30657060180533e-28
COL7A1	1.59895882352941	101.982957142857	5.99505147954373	9.73447753095853e-30	1.98228025860439e-28
COL9A2	5.91463137254902	24.5200919765166	2.05160422969851	4.75873234908656e-06	7.11648708961206e-06
COL9A3	0.571474509803922	7.60567632093933	3.73431548804098	7.35849650991442e-14	1.79976560471657e-13
COLCA2	3.32053921568627	17.8823414872798	2.42904621118384	4.55408637674708e-10	8.7659994543003e-10
COLEC10	3.20908235294118	1.29936908023483	-1.30434953283764	9.679064572101e-19	3.44249343487712e-18
COLEC11	2.67313333333333	6.15188943248532	1.20249777444305	0.00154946176143936	0.0019574514121075
COLEC12	65.2825921568627	10.0516234833659	-2.69926980666516	1.30670861994728e-31	1.57735813812225e-29
COMTD1	11.0421411764706	23.5542225048924	1.09296575968364	1.2177188640768e-13	2.93736329889242e-13
COQ3	8.8652	30.2217440313112	1.76936183372641	2.27304896630608e-28	3.07191532473457e-27
CORIN	2.04287058823529	0.939391585127202	-1.12079923971462	5.16374825231496e-16	1.48396904014686e-15
CORO2B	12.2321117647059	2.50838238747554	-2.28584429375617	2.97365960332457e-27	3.12676778341044e-26
CORO6	1.72007843137255	4.70069510763209	1.45039975894929	1.28509327757738e-05	1.8684088240978e-05
COX16	8.55942745098039	3.87410528375734	-1.14365113492594	1.32110693692564e-25	1.03279085308559e-24
COX4I2	98.4903862745098	13.9556162426614	-2.81913707746078	7.18855881477653e-31	2.83779919761105e-29
COX5A	125.416017647059	258.899019373777	1.04566788546458	7.3112246340549e-21	3.18005295697085e-20
COX5B	128.102088235294	276.275204500978	1.10881209339886	9.69585604844045e-21	4.17156636424457e-20
COX6B2	0.0910196078431373	4.38421311154599	5.58999674703506	4.00074598710516e-26	3.42294496653402e-25
COX7A1	100.300550980392	23.2350604696673	-2.10995422651331	1.18417985897099e-29	2.31034859479297e-28
COX8C	0.116262745098039	2.80730978473581	4.59372749015908	0.000807902145126567	0.00104228254766878
CP	17.2733843137255	54.6107084148728	1.6606330989491	0.00337842686932337	0.00415903539370246
CPA3	165.445650980392	34.4384622309198	-2.26426473935346	2.91560916857855e-27	3.07288363661038e-26
CPA4	3.41397058823529	7.25898043052838	1.08831629742619	7.65125165090981e-16	2.16884728042676e-15
CPA6	1.09722156862745	3.09152544031311	1.49446399030672	0.0097854043837452	0.0116480995049325
CPAMD8	26.5709196078431	3.20878375733855	-3.04974968616876	8.87122407427e-31	3.23705973288904e-29
CPB2	15.4895843137255	0.455342465753425	-5.08820260452908	2.78336482676926e-31	1.69264319113995e-29
CPEB3	4.4426137254902	1.96904931506849	-1.17390946380264	2.71246627751525e-24	1.74385748632064e-23
CPEB4	21.6573	9.05741311154599	-1.2576824284305	6.27723033316959e-27	6.18607447223974e-26
CPED1	19.6164	3.0994602739726	-2.66197138450388	8.42400652394856e-30	1.75784793060103e-28
CPM	113.891074509804	29.2950800391389	-1.95892439265577	7.36467613264526e-30	1.58328809660579e-28
CPNE1	66.7020745098039	144.594006066536	1.11620421204708	3.55192437263984e-17	1.11392638687597e-16
CPNE7	1.42100784313725	8.22423052837573	2.53296618696021	5.79450526173345e-16	1.65885529132026e-15
CPOX	11.4456764705882	34.2588281800391	1.58167307240758	5.86096419912054e-27	5.80549359151331e-26
CPQ	52.9057274509804	24.4822060665362	-1.1116903499411	3.06023891973568e-24	1.9507217023301e-23
CPSF3	25.1832411764706	57.6380273972603	1.19455698638491	8.01788750954138e-27	7.76538732183057e-26
CPSF4	11.9055509803922	31.1358272015656	1.38694121949806	1.69279568982271e-27	1.85808411449564e-26
CPT1C	1.93592156862745	4.29450293542074	1.14947065232147	0.000391809957806509	0.000516483718057574
CPVL	65.7907039215686	31.7804585127202	-1.04974380947145	4.83489463564494e-17	1.50128593550695e-16
CPXM1	13.8430803921569	34.6436412915851	1.32342556516534	2.75295895574514e-12	6.10908922773096e-12
CR1	3.87625294117647	1.299571037182	-1.57662721891394	1.81849246584625e-19	6.87335883192922e-19
CRABP1	0.352305882352941	8.53967025440313	4.59927989515571	6.59959805748454e-14	1.62002133407452e-13
CRABP2	17.6733666666667	342.414376125245	4.27609447832881	9.01573310017764e-27	8.63885114162515e-26
CRACDL	18.6707470588235	5.96540469667319	-1.64608773455112	1.30382168223268e-22	6.84671199215224e-22
CRCT1	0.125723529411765	16.4839761252446	7.03466579065321	3.09326869418669e-14	7.77116126539161e-14
CREB3L1	54.5412862745098	23.4367804305284	-1.21857432772968	1.22222458304604e-19	4.68652487807571e-19
CREBRF	12.9738803921569	5.03728806262231	-1.36489090309935	8.59112440233088e-26	6.92057103555306e-25
CREG2	0.166570588235294	2.31126731898239	3.79447854198282	1.57556348266798e-20	6.59800398867349e-20
CRIM1	97.5777215686275	39.4676297455969	-1.3058819170174	2.94993175227773e-23	1.65463351007485e-22
CRIP1	6.82881176470588	1.33798180039139	-2.35157607459328	8.43904915826806e-29	1.26314415394431e-27
CRIP2	152.656025490196	47.5150739726027	-1.68382735475639	4.55629084851148e-24	2.84262859268731e-23
CRISP2	3.13442745098039	0.967299412915851	-1.69616750935117	2.40569422859266e-10	4.71602697549434e-10
CRISPLD1	4.43015490196078	14.0356015655577	1.66366184992532	1.15933001553533e-08	2.05166005239776e-08
CRISPLD2	57.6570921568627	23.728413111546	-1.280882458216	2.79553256729054e-10	5.46121909868175e-10
CRKL	59.8125490196078	120.316629941292	1.00831595584895	1.93488448874163e-16	5.71866801280664e-16
CRNN	0.202090196078431	12.5324653620352	5.95452710197243	6.05860533796504e-05	8.43096584908947e-05
CRTAC1	129.172956862745	13.7083455968689	-3.23617769085963	6.24070273305504e-30	1.37001183087766e-28
CRTAM	5.88695098039216	2.02691506849315	-1.53823497616329	3.44151424641451e-23	1.91920214129873e-22
CRY2	54.7814352941176	16.6904636007828	-1.71466303757536	2.04242839968706e-29	3.61400076332569e-28
CRYBB3	0.5423	3.50931819960861	2.69402769136363	1.66834010458066e-18	5.79924298453746e-18
CRYBG2	2.44677647058824	10.7533430528376	2.13583102906652	1.46257003133557e-15	4.0663422555728e-15
CRYM	12.841731372549	3.38105244618395	-1.92529542506926	1.06046022875783e-25	8.41231273122551e-25
CSAG1	0.0830725490196078	20.2492076320939	7.92927791680421	4.63623938946019e-12	1.01268189608643e-11
CSAG3	0.0586039215686275	5.4734675146771	6.54531407100789	3.55843421734097e-12	7.84750414379622e-12
CSDC2	7.43882352941176	2.93898688845401	-1.33975555036403	6.3195368757828e-21	2.76653914915511e-20
CSE1L	53.3322647058824	161.303825244618	1.59670015457519	2.03459816667966e-28	2.79157620409981e-27
CSF1	93.6604058823529	28.8307704500978	-1.69982989928754	1.60325767532598e-23	9.29793035849487e-23
CSF1R	83.5123058823529	37.6964426614481	-1.14756041466253	8.08074127413052e-17	2.46772422397729e-16
CSF2	6.72685882352941	2.95681487279843	-1.18588906202045	2.6213030284685e-15	7.14724091030556e-15
CSF2RA	18.1920647058824	7.34281506849315	-1.30890412002109	2.77949167091752e-22	1.40651863002464e-21
CSF2RB	40.2431901960784	18.5285093933464	-1.11899785421073	7.3112246340549e-21	3.18005295697085e-20
CSF3	138.355182352941	6.4056939334638	-4.43287800635252	2.53151149177431e-20	1.03821192741327e-19
CSF3R	53.3509352941176	10.5745197651663	-2.33492141733749	1.47304483708493e-28	2.07162274432121e-27
CSGALNACT1	16.9851392156863	7.24071643835616	-1.23006868498608	6.82408350779562e-20	2.6931330830041e-19
CSNK2A1	8.55766862745098	17.4915313111546	1.03136687607081	2.0731737500859e-22	1.0666889786551e-21
CSRNP1	279.358588235294	29.693740704501	-3.23388741818504	3.23865881589493e-29	5.43844933748724e-28
CSRP1	159.271550980392	67.8975610567515	-1.2300569387021	3.91809932062071e-27	4.0165724318679e-26
CSRP2	8.3434137254902	22.9906363992172	1.46233671024154	3.0368798437428e-13	7.15423395050978e-13
CST1	0.636209803921569	88.7594980430528	7.12425509471776	8.82249514075343e-24	5.29859906117936e-23
CST2	2.52133921568627	6.42475831702544	1.34945195641275	0.000146995568877059	0.000198856430401721
CST3	351.832117647059	174.739995499022	-1.00967732949143	1.80038176593274e-26	1.64014535909972e-25
CST4	0.00980392156862745	3.15271213307241	8.3290187888248	2.77282557597946e-21	1.25455489615612e-20
CST6	81.0673294117647	32.5990759295499	-1.31428954773006	4.52738251364698e-20	1.8137742230489e-19
CST7	67.3642666666667	28.0422011741683	-1.26438391939677	5.13437650401728e-20	2.04602175858138e-19
CSTA	44.6432078431373	507.247582191781	3.50617748232429	2.19843949048035e-19	8.24246919216196e-19
CSTB	205.671352941176	442.142743835616	1.10417135134766	1.74080149374915e-08	3.04871720937959e-08
CSTF2	14.4571647058824	39.8423363992172	1.46251760796784	4.23884491910213e-27	4.31588576567103e-26
CT45A10	0.209149019607843	5.58686320939335	4.73943535686666	0.0243990506752212	0.0281139867855391
CTAG2	0.256792156862745	20.8748422700587	6.34502034715724	8.38372400414829e-05	0.000115451507323548
CTDSPL	56.9876549019608	26.3050589041096	-1.1153091449224	2.57432668853567e-23	1.45788526098658e-22
CTHRC1	18.1671705882353	147.917175342466	3.02538392775141	1.748675055697e-26	1.5941162678572e-25
CTNNAL1	99.5937156862745	46.1728935420744	-1.10900856644604	1.01333268253446e-17	3.30618766237258e-17
CTPS1	7.37410784313725	19.2317344422701	1.38294845963096	2.48340114194105e-24	1.60653564050532e-23
CTSD	497.285819607843	239.796388062622	-1.05226536414949	2.28284149245181e-21	1.03983275943292e-20
CTSE	143.179290196078	50.7801980430528	-1.49548490611334	2.12934768167169e-17	6.79177047121224e-17
CTSG	13.7683549019608	2.57853776908023	-2.41673110815302	1.77286811215979e-19	6.71402310863095e-19
CTSH	252.976562745098	55.0525017612524	-2.20012370019722	2.33378595396947e-29	4.05514081911735e-28
CTSO	99.0213705882353	32.2772334637965	-1.61722299018183	2.27661237182658e-30	6.45730033269853e-29
CTSS	405.249833333333	114.621489041096	-1.82193404895185	1.47304483708493e-28	2.07162274432121e-27
CTSV	1.54615490196078	31.200917221135	4.33483167255457	3.58723888517949e-29	5.92069831159026e-28
CTSW	48.3887921568627	13.0060444227006	-1.8954906717545	2.99304178588967e-25	2.21540883504915e-24
CTU1	2.72652745098039	5.95554892367906	1.12716980685398	1.40290299197919e-17	4.52691044328658e-17
CX3CL1	139.816860784314	69.1161383561644	-1.01644382969497	5.86877038926929e-09	1.05476928947717e-08
CX3CR1	18.6077784313725	1.87430704500978	-3.31147660669006	2.29601693290355e-28	3.09372300980352e-27
CXCL10	63.0514235294118	158.100091193738	1.32623735169924	0.00905474608571384	0.0108021672619265
CXCL12	59.3437215686275	18.2064142857143	-1.70464858947832	1.94082169681839e-24	1.27632896876498e-23
CXCL13	23.129931372549	219.733441291585	3.24792156005932	1.13118113404054e-15	3.17506787748053e-15
CXCL14	18.0782607843137	308.180797260274	4.0914491750162	1.0180966641352e-19	3.93060425006844e-19
CXCL16	324.86727254902	93.9120561643836	-1.79046812846611	1.3079835592107e-30	4.21457900546627e-29
CXCL17	640.275425490196	220.408934833659	-1.53850993033819	4.07531575676766e-21	1.81947215714683e-20
CXCL2	581.857505882353	41.1698495107632	-3.82100580701927	5.68602995234251e-26	4.73286623838324e-25
CXCL3	47.1412941176471	7.43311174168297	-2.66495316256705	1.85127634983081e-20	7.68342826724785e-20
CXCL5	47.6256450980392	12.5142622309198	-1.92816539379201	7.08365873833128e-19	2.54692388889243e-18
CXCL6	6.79623921568627	42.817718590998	2.65539938939118	6.05049884199663e-05	8.42055302193552e-05
CXCR1	16.7854215686275	2.10169412915851	-2.99758414448687	1.47733074187002e-22	7.70797511986186e-22
CXCR2	15.2648725490196	3.10153228962818	-2.29916249430205	1.71368356763699e-21	7.91259981076163e-21
CXorf21	12.2446843137255	4.42714090019569	-1.46770838439924	3.01040549612834e-22	1.51541702472889e-21
CYB5A	105.005784313725	24.176347553816	-2.11880059115839	5.68511534265461e-30	1.27711998863358e-28
CYB5R2	3.26039019607843	15.4968221135029	2.24885585835535	7.1125300151696e-19	2.55660989709278e-18
CYBB	211.861833333333	50.9127356164384	-2.05702522032688	1.01365592331309e-26	9.61726536939566e-26
CYBRD1	292.816839215686	59.9694545988258	-2.28769876487531	3.47072258570618e-31	1.90480591990322e-29
CYC1	106.17041372549	294.689233855186	1.47281256464866	1.5029508594323e-27	1.66595562834117e-26
CYCS	48.6132823529412	102.833668493151	1.08089023792792	1.13056474214315e-20	4.8150645374368e-20
CYFIP2	19.6653196078431	7.74389902152642	-1.34452158819834	1.43683668242642e-23	8.37596375191671e-23
CYGB	32.6218411764706	15.1006786692759	-1.11122482004453	2.03660679773542e-22	1.04867385111464e-21
CYP24A1	1.18285098039216	34.7127679060665	4.87512617192521	3.95729455087875e-17	1.23532238069975e-16
