conMean	treatMean	logFC	pValue	fdr
C14orf132	36.6533333333333	7.44881859099804	-2.29886087384015	7.27086872553943e-28	8.74905518635543e-27
C16orf54	21.4269980392157	5.47531917808219	-1.96841476731746	4.77398153090143e-29	7.64576505387429e-28
C16orf71	3.1604137254902	0.924565166340509	-1.77326651788939	1.68803149275493e-09	3.13223105878014e-09
C16orf86	4.68079215686275	2.33482015655577	-1.00344127768563	1.06129885114465e-19	4.09274403222485e-19
C16orf89	357.870309803922	25.5005878669276	-3.81083444646275	1.05573856063724e-31	1.57735813812225e-29
C19orf38	13.5563764705882	4.61865146771037	-1.55342802032289	3.68597323568389e-25	2.68996349486315e-24
C1orf115	78.4247901960784	29.5338088062622	-1.40894233994965	1.24755700842098e-25	9.78690712997772e-25
C1orf116	190.404141176471	26.8576618395303	-2.82565923879935	3.54494403605287e-31	1.92209997713855e-29
C1orf162	81.7834921568627	14.5238900195695	-2.49338175663318	3.36227347780573e-31	1.88794211068733e-29
C1orf189	10.3945215686275	1.60269549902153	-2.69725110178675	3.52635876481953e-16	1.02606400180665e-15
C1orf194	27.675868627451	2.82545655577299	-3.29207268617088	3.9591005336747e-17	1.23559445920347e-16
C1orf198	148.490278431373	47.5771021526419	-1.64202917450827	9.32821094703762e-28	1.08010442535124e-26
C1orf87	5.79005294117647	0.537242661448141	-3.42993076333675	9.20765201928595e-24	5.51764358244028e-23
C1QA	1474.00393333333	396.39815146771	-1.8947182343237	4.03031165447367e-28	5.12365702891234e-27
C1QB	1532.32847843137	406.657774951076	-1.91383849214969	2.85865420743897e-27	3.019928830566e-26
C1QC	1069.57129019608	390.00837964775	-1.4554556188437	2.93139913873581e-22	1.48116840464342e-21
C1QTNF2	7.63523137254902	1.3833084148728	-2.46454902833447	8.87052187792372e-30	1.83122669711901e-28
C1QTNF7	13.0412960784314	0.834577299412916	-3.96589776562681	1.04450238003981e-31	1.57735813812225e-29
C2	38.5726980392157	9.83049295499021	-1.97224439333065	8.87061891649383e-30	1.83122669711901e-28
C20orf85	130.01301372549	14.7881790606654	-3.13613971531643	4.35039049153715e-18	1.46021897598061e-17
C22orf15	4.97431176470588	0.908288258317025	-2.45327479593865	3.76006216816535e-14	9.37654217443672e-14
C2CD4B	18.1537392156863	4.90217866927593	-1.88877176582521	1.35410349776016e-14	3.49823025703405e-14
C3	669.553109803922	176.475219569472	-1.92373288021579	4.96945760086242e-26	4.18283335843164e-25
C3AR1	46.0390607843137	16.0258962818004	-1.52245335736008	1.88576679067503e-21	8.6568301397156e-21
C4A	10.8468490196078	3.51762367906067	-1.62460295012959	8.1720048396991e-21	3.53623613908499e-20
C4B	9.87632352941177	3.5173866927593	-1.48947014718379	6.82935584215752e-17	2.09552575511292e-16
C4BPA	477.794915686275	46.1958025440313	-3.37055782571446	3.27802352083784e-30	8.47989476780113e-29
C4BPB	2.33660588235294	1.06468610567515	-1.13398626087449	2.75274733893535e-22	1.39566527657397e-21
C5	19.0780764705882	4.67433052837573	-2.02908406248109	2.36972721450207e-27	2.53918151769781e-26
C5AR1	130.444117647059	26.1014604696673	-2.32122944946917	7.91751638996878e-30	1.67283863506993e-28
C5AR2	3.62598235294118	1.64471761252446	-1.14053200001203	7.54616869482308e-23	4.07038216800702e-22
C5orf49	20.8551450980392	2.83460567514677	-2.8791833902232	2.75394045615516e-22	1.39566527657397e-21
C6	8.79230392156863	0.816232093933464	-3.42918991341959	7.3642010682505e-24	4.46047907682593e-23
C6orf118	7.41590196078431	0.826259099804305	-3.16595601087556	2.80904515731771e-18	9.5649227412223e-18
C7	216.620047058824	22.3082874755382	-3.27951509044815	2.19451625717073e-29	3.84781350494312e-28
C7orf57	5.82331568627451	1.1928553816047	-2.28742168507425	2.01956967776314e-13	4.81309977395943e-13
C8B	15.7510215686275	0.567040900195695	-4.79584879138507	2.97119224063722e-30	7.85011084948006e-29
C9orf116	13.3996352941176	4.59960176125245	-1.54261287301096	1.18735576497579e-08	2.09988082040059e-08
C9orf135	10.2722764705882	1.37349902152642	-2.90282814938805	1.68727628684819e-16	5.01870833856299e-16
C9orf152	18.7390254901961	3.36730998043053	-2.47637748776516	3.98147501046154e-26	3.40868871748668e-25
C9orf24	36.1393647058824	4.87693483365949	-2.88952454517432	1.44310188165459e-14	3.71680216331302e-14
CA3	14.6364941176471	1.58644657534247	-3.20569918251332	2.16065739514406e-28	2.9475994572566e-27
CA4	61.8835588235294	1.5172866927593	-5.34999055118396	8.48639895088873e-32	1.57735813812225e-29
CAB39L	21.3591980392157	6.7631675146771	-1.65908648709526	5.05884568215663e-27	5.07049817742962e-26
CABCOCO1	12.2945549019608	1.45921545988258	-3.0747546815307	1.60938454463664e-24	1.07194379561615e-23
CABLES1	25.3760921568627	5.45158884540117	-2.21872125109629	1.33140402942477e-28	1.89014572042732e-27
CACNA1C	3.19801568627451	1.26482446183953	-1.33823984030402	4.59782385580216e-21	2.04127654972657e-20
CACNA1H	6.08629803921569	2.75980939334638	-1.1409963522541	3.84274897035025e-19	1.41288966891324e-18
CACNA2D2	115.063652941176	5.21074129158513	-4.46479973917622	6.52591562981512e-32	1.57735813812225e-29
CACNG4	21.7103843137255	7.20255518590998	-1.59180455007835	1.12219837600415e-17	3.64727979644488e-17
