conMean	treatMean	logFC	pValue	fdr
CTSS	405.249833333333	114.621489041096	-1.82193404895185	1.47304483708493e-28	2.07162274432121e-27
CTSW	48.3887921568627	13.0060444227006	-1.8954906717545	2.99304178588967e-25	2.21540883504915e-24
CX3CL1	139.816860784314	69.1161383561644	-1.01644382969497	5.86877038926929e-09	1.05476928947717e-08
CX3CR1	18.6077784313725	1.87430704500978	-3.31147660669006	2.29601693290355e-28	3.09372300980352e-27
CXCL12	59.3437215686275	18.2064142857143	-1.70464858947832	1.94082169681839e-24	1.27632896876498e-23
CXCL16	324.86727254902	93.9120561643836	-1.79046812846611	1.3079835592107e-30	4.21457900546627e-29
CXCL17	640.275425490196	220.408934833659	-1.53850993033819	4.07531575676766e-21	1.81947215714683e-20
CXCL2	581.857505882353	41.1698495107632	-3.82100580701927	5.68602995234251e-26	4.73286623838324e-25
CXCL3	47.1412941176471	7.43311174168297	-2.66495316256705	1.85127634983081e-20	7.68342826724785e-20
CXCL5	47.6256450980392	12.5142622309198	-1.92816539379201	7.08365873833128e-19	2.54692388889243e-18
CXCR1	16.7854215686275	2.10169412915851	-2.99758414448687	1.47733074187002e-22	7.70797511986186e-22
CXCR2	15.2648725490196	3.10153228962818	-2.29916249430205	1.71368356763699e-21	7.91259981076163e-21
CXorf21	12.2446843137255	4.42714090019569	-1.46770838439924	3.01040549612834e-22	1.51541702472889e-21
CYB5A	105.005784313725	24.176347553816	-2.11880059115839	5.68511534265461e-30	1.27711998863358e-28
CYBB	211.861833333333	50.9127356164384	-2.05702522032688	1.01365592331309e-26	9.61726536939566e-26
CYBRD1	292.816839215686	59.9694545988258	-2.28769876487531	3.47072258570618e-31	1.90480591990322e-29
CYFIP2	19.6653196078431	7.74389902152642	-1.34452158819834	1.43683668242642e-23	8.37596375191671e-23
CYGB	32.6218411764706	15.1006786692759	-1.11122482004453	2.03660679773542e-22	1.04867385111464e-21
CYP27A1	220.350301960784	44.9495667318982	-2.29341975883173	3.52632908517928e-30	8.94905431936193e-29
CYP2F1	7.0384568627451	2.10079060665362	-1.74432679116703	1.91111145777573e-14	4.87380351179262e-14
CYP2U1	10.370831372549	4.18264833659491	-1.31004294061035	6.35078838106486e-24	3.90090964207264e-23
CYP4B1	517.148843137255	22.0822272015656	-4.54962197540679	9.85378296988565e-31	3.45547854224483e-29
CYP4V2	12.2852901960784	4.31084794520548	-1.51088835568901	3.00314608136922e-27	3.15528990230084e-26
CYRIA	28.8844117647059	10.3855655577299	-1.475711332367	3.62142874575815e-27	3.74084999973074e-26
CYS1	17.8359647058824	4.14884011741683	-2.10400928324148	3.11749521802374e-24	1.98536194755032e-23
CYSLTR1	7.63302549019608	2.07617358121331	-1.87832794201423	1.54831466934935e-27	1.70924358522738e-26
CYSTM1	182.832705882353	64.4500500978474	-1.5042707837047	7.06614124311941e-30	1.53623144804115e-28
CYTIP	35.8527921568627	16.5722716242661	-1.11331410622715	1.01333268253446e-17	3.30618766237258e-17
CYTL1	11.9986196078431	4.24535518590998	-1.49891127277859	6.28387153659214e-13	1.44924584887743e-12
CYYR1	58.3171745098039	11.17244481409	-2.38397590360455	8.96273343033431e-30	1.84179397325637e-28
DAAM2	12.0074450980392	2.27366438356164	-2.40083799380607	9.15533137456551e-31	3.29616343701357e-29
DAB2	66.6339745098039	23.8728227005871	-1.48088878901555	1.48133562701894e-25	1.15005821163788e-24
DACH1	14.5847058823529	4.28346829745597	-1.76760497684434	8.48107540223306e-23	4.54378478922245e-22
DACT3	8.12324509803922	3.37746771037182	-1.26611419764203	1.16101116188438e-18	4.08945324194285e-18
DAPK1	65.5247803921569	16.0779575342466	-2.02695646816001	3.39840790775279e-28	4.38641540751151e-27
DAPK2	14.7701921568627	2.68741780821918	-2.45839605814671	9.43547286106016e-29	1.38767817333337e-27
DAW1	6.55870196078431	0.928812133072407	-2.81995159452249	1.48672632586231e-22	7.75291314232022e-22
DCDC2	7.82657058823529	0.981965362035225	-2.99463625154876	1.2858884535808e-29	2.46601988803897e-28
DCDC2B	3.965	0.734650489236791	-2.43219091137313	5.71870870192851e-14	1.40891033183826e-13
DCHS1	17.3997725490196	6.18215831702544	-1.49288594186856	7.93033836391417e-20	3.10611994493551e-19
DCN	330.148298039216	129.791231506849	-1.3469212882719	1.16755289718522e-21	5.50388675450337e-21
DCSTAMP	7.46538431372549	1.53560254403131	-2.28141167597818	1.43264614264071e-25	1.11417946842121e-24
DCUN1D3	17.8406156862745	8.60235733855186	-1.05236143743268	5.0110895151272e-21	2.21674063679459e-20
DDAH1	78.6526764705882	19.4732792563601	-2.01400000880994	7.54715847962337e-29	1.14745705668238e-27
DDO	10.4410705882353	2.56682622309198	-2.02421211571388	1.10471955093473e-27	1.25335626312019e-26
DDR2	23.5951823529412	8.58681154598826	-1.45829788670761	1.30793337782964e-21	6.12714644009229e-21
DENND2A	22.0484784313725	3.63727142857143	-2.59975060370167	2.74952262192222e-29	4.69889935678125e-28
DENND3	34.3692392156863	7.14037788649706	-2.26704558473378	1.0681713314107e-29	2.14604354281548e-28
DENND4C	25.627162745098	12.613786888454	-1.02267229865545	9.13836534307072e-22	4.36424705197807e-21
DEPP1	537.916147058824	88.5544160469667	-2.60274513765722	1.413386923886e-24	9.49360042755467e-24
DES	123.733470588235	6.42924442270059	-4.26644280068053	5.76205133293821e-31	2.47749856834391e-29
DHCR24	613.456778431373	291.648170254403	-1.07273267829773	1.32734339501622e-22	6.96482412061908e-22
DHRS12	5.08192745098039	2.50539960861057	-1.02033504966783	2.92326565123081e-23	1.6424057243973e-22
DIPK2B	25.6977039215686	4.05163874755382	-2.66506200968841	1.16002162741128e-29	2.27637383599995e-28
DISP1	9.4735137254902	3.38250489236791	-1.48580759954775	1.11753542730386e-26	1.05215103235909e-25
DIXDC1	14.2700137254902	4.81332015655577	-1.56788243042053	5.69102301014745e-27	5.65375288153059e-26
DKK2	14.5814941176471	3.81901154598826	-1.93286736867687	1.00923326303891e-24	6.94124212138987e-24
DLC1	92.4406921568627	6.70069530332681	-3.78614535121301	1.05574102744595e-31	1.57735813812225e-29
DLL4	38.4384588235294	8.78429315068493	-2.12955238683766	2.06244154990348e-26	1.85509815891052e-25
DMBT1	201.204670588235	26.32901037182	-2.93393859403034	1.01473721056714e-23	6.0512222084218e-23
DNAAF1	6.65055882352941	1.07182583170254	-2.63340507892406	1.84218496532979e-16	5.46262666745388e-16
DNAAF3	3.37456862745098	0.955263405088063	-1.82073259063567	1.96342389868042e-08	3.42583119063498e-08
DNAH1	4.88758039215686	2.1882240704501	-1.15935995719672	2.48149275064347e-14	6.28331463361543e-14
DNAH3	2.92517254901961	0.930954403131115	-1.65173931497485	0.00304972855690523	0.00376813262988721
DNAH5	6.46248823529412	2.28562426614481	-1.4995014907059	4.30131903731893e-13	1.00314576477531e-12
DNAI1	7.54888823529412	1.04292857142857	-2.85562383347137	2.98280075391204e-14	7.50760495499002e-14
DNAI2	8.33212745098039	1.03130861056751	-3.01420879562345	2.39491405889871e-16	7.02907276286771e-16
DNAI3	4.77225294117647	0.708411545988258	-2.75201088041272	3.13164382932109e-21	1.41122574564967e-20
DNAI4	5.77087647058824	1.24484207436399	-2.21282772165334	2.94632135299132e-18	1.00147779925558e-17
DNAJC5B	4.99300784313725	1.56101095890411	-1.67742850725826	7.24880665593956e-21	3.15697221489806e-20
DNALI1	29.244731372549	6.17931409001957	-2.24265812571361	7.27089839203821e-28	8.74905518635543e-27
DNASE1L3	28.3980882352941	4.55784618395303	-2.63936966734976	5.48007828848814e-24	3.38921378712223e-23
DNASE2B	8.71130392156863	0.965235225048924	-3.17393620885981	2.12374899999512e-28	2.90798531936451e-27
DNM3	3.60974705882353	1.13790743639922	-1.66551454280506	2.443702667982e-26	2.17198352339862e-25
DOCK10	10.0904274509804	4.96040391389433	-1.02445778549376	1.67619114630483e-16	4.9868348757738e-16
DOCK11	32.1716196078431	8.22544755381605	-1.9676224826577	1.62930543681537e-29	2.99690091313955e-28
DOCK2	20.4686588235294	6.27121076320939	-1.70660066346121	7.9571124127531e-26	6.45219067174652e-25
DOCK4	24.3044529411765	5.24127925636008	-2.21322977826558	1.82828062097465e-30	5.43691996999532e-29
DOCK8	27.9800843137255	6.94864109589041	-2.00959753854373	2.13974090818701e-28	2.92691408322521e-27
DOCK9	41.9917117647059	16.2396074363992	-1.37058784153258	2.2873770655219e-23	1.30578764319709e-22
DOK2	94.8761235294118	18.0640661448141	-2.39292239120105	5.70163971813616e-31	2.46723839213321e-29
DOK3	18.4304470588235	8.03963581213307	-1.19688901089709	2.17459225119624e-20	8.96463205600013e-20
DOK4	46.8656725490196	17.9505277886497	-1.38450532298888	7.27089839203821e-28	8.74905518635543e-27
DOK6	3.56849019607843	1.6032457925636	-1.15431818780782	2.41140620545233e-17	7.65312533610999e-17
DOK7	4.57943333333333	1.58816810176125	-1.52780546335734	2.27207981033429e-19	8.50911221063058e-19
DPEP2	17.4021647058824	2.48736575342466	-2.8065762096488	4.86717948285955e-31	2.20511882720402e-29
DPP4	11.4791254901961	4.37014637964775	-1.3932592286736	1.42665052093955e-24	9.57792574997755e-24
DPT	36.8584705882353	10.3031587084149	-1.83890950686398	2.65886951431527e-22	1.35105213184008e-21
DPYD	39.7702098039216	15.2537816046967	-1.38252122366266	2.77449016215588e-25	2.06724015889992e-24
DPYSL2	214.744335294118	32.2047023483366	-2.73727681225138	1.81745240352696e-31	1.57735813812225e-29
DRAM1	209.980798039216	37.1933561643836	-2.49714056347024	1.4381736520979e-31	1.57735813812225e-29
DRC1	12.1312941176471	2.32307984344423	-2.38462281453314	3.84486000244528e-12	8.46257823492235e-12
DRC3	5.68345294117647	1.68081663405088	-1.75760535044848	3.40109469110929e-18	1.15112006579761e-17
DTHD1	6.60650784313725	1.15999921722114	-2.50976404223754	2.15028016624398e-16	6.33321033497304e-16
DTX4	50.1729823529412	20.4893954990215	-1.29203327550183	9.19460220708773e-23	4.90269843593568e-22
DUOX1	89.2075705882353	23.7639616438356	-1.90839078438453	1.28228975830858e-27	1.43908512277009e-26
DUOXA1	38.1204	17.0424970645793	-1.16142652307474	2.899688952733e-18	9.86361817859618e-18
DUS4L-BCAP29	4.92282352941176	2.08655772994129	-1.23836118659408	6.38111378000843e-26	5.2724245498099e-25
DUSP1	1693.46037647059	274.879103522505	-2.62310508952346	2.35783543953034e-29	4.09166275952431e-28
DUSP26	3.42632745098039	1.44180195694716	-1.24879002259389	1.88808743828174e-23	1.08703916862438e-22
DUSP6	201.370680392157	69.6128078277886	-1.5324289697284	2.95750387044696e-22	1.49324082853046e-21
DUSP8	19.6917745098039	6.61397397260274	-1.57400385116173	1.3520073258985e-20	5.7024214017356e-20
DYDC2	7.55840588235294	1.2617637964775	-2.58264013107726	1.72128965857e-11	3.64535398907507e-11
DYNLRB2	9.94653137254902	1.46088238747554	-2.76735347163551	1.14860231965558e-17	3.73129930646535e-17
DYRK3	13.0814235294118	5.63697729941292	-1.21452588168722	5.52638945988076e-14	1.36227467770404e-13
DYSF	38.2058176470588	9.82362015655577	-1.95946565278353	3.35322985867349e-25	2.47117665512832e-24
EBF1	6.19537058823529	2.42164892367906	-1.355200855771	8.78495573959976e-22	4.20438452464858e-21
ECM2	21.7644411764706	5.81909060665362	-1.90310736299619	4.41086011693485e-25	3.18625053176765e-24
ECRG4	25.6694078431373	2.63976203522505	-3.28157022842612	2.50682833486863e-28	3.31810679892759e-27
ECSCR	10.6216098039216	1.3573614481409	-2.96812558816451	4.24282445491631e-31	2.07547205868603e-29
ECT2L	4.66914117647059	0.798257338551859	-2.54823139468949	1.81876634611402e-13	4.34527772763854e-13
EDA2R	4.79992352941176	1.35316007827789	-1.82667890190123	1.01473546491581e-23	6.0512222084218e-23
EDN1	156.862374509804	37.6969358121331	-2.05698018034944	6.36049098063524e-23	3.44732993695529e-22
EDNRA	41.6402098039216	16.7129048923679	-1.31701482571529	2.86054644764253e-19	1.0636253811518e-18
EDNRB	103.512874509804	5.60743326810176	-4.20632585873619	1.21276122743095e-31	1.57735813812225e-29
EFCAB1	8.98673529411765	2.48676320939335	-1.85352796782353	5.80558024850622e-09	1.04383110165107e-08
EFCC1	27.7400745098039	2.18491663405088	-3.66632152318476	2.34506575381256e-31	1.62727026226264e-29
EFEMP1	301.625929411765	89.3199823874755	-1.75570558408467	1.10668977102236e-26	1.04339515353163e-25
EFHB	4.22165882352941	0.68090782778865	-2.63227856715985	6.27032767891111e-19	2.26473231655909e-18
EFR3B	6.22490784313726	1.32017612524462	-2.23732206594271	9.72991198056558e-26	7.79143188906381e-25
EGFL7	128.012994117647	37.6714921722114	-1.76474517535756	1.13389433408714e-25	8.93678190572707e-25
EGR1	983.911350980392	260.521435420744	-1.91712625587097	3.23502355811797e-15	8.74570545817996e-15
EGR2	50.1603156862745	20.5396452054795	-1.28813516656601	1.39791523145983e-14	3.60589482994634e-14
EGR3	23.7015215686275	8.13358454011742	-1.54301647334133	2.957281651212e-09	5.41813808834485e-09
EHD1	76.9931921568627	32.0881195694716	-1.26269163921467	6.40956661727551e-24	3.9316473830003e-23
EHD2	320.312123529412	117.659377495108	-1.44486209540891	1.14311203798443e-23	6.7541162471894e-23
EIF4E3	15.2753156862745	4.48879686888454	-1.76680147901512	3.27863521510489e-30	8.47989476780113e-29
ELAPOR2	31.2291098039216	9.09786849315068	-1.77929095926006	8.02140974181345e-29	1.21002293770082e-27
ELF5	11.9321960784314	5.35650567514677	-1.15549552210865	1.19439232095798e-11	2.5523822866778e-11
ELMO1	19.2756098039216	8.18718727984344	-1.23533669990884	2.73778961565946e-24	1.75930021899183e-23
ELN	98.2388039215686	29.3264796477495	-1.74408909539929	6.26553663267735e-21	2.74378884455974e-20
EMCN	52.586937254902	3.94260156555773	-3.73748464851324	8.17004633204105e-32	1.57735813812225e-29
EMILIN2	38.1779588235294	16.005760665362	-1.25414872958317	1.20298931891539e-22	6.3394062430432e-22
EMP1	224.313754901961	108.093961643836	-1.05323215574149	1.02037557732245e-07	1.70496171651366e-07
EMP2	439.327976470588	64.2772311154599	-2.77291868521985	1.45241675915747e-30	4.56025085241512e-29
EMP3	175.911082352941	64.3170557729941	-1.45157310386611	9.28385593899804e-27	8.87058308792728e-26
ENG	337.730290196078	64.3646641878669	-2.39153079699148	2.02120552474001e-31	1.57735813812225e-29
ENKUR	8.14683137254902	1.48619804305284	-2.45461267207531	2.66890058193851e-11	5.57007679034655e-11
ENPEP	7.19752549019608	3.46636634050881	-1.05407686035965	6.995125962052e-12	1.51396594443193e-11
ENPP2	95.3850058823529	20.0636414872798	-2.24917902423511	9.2906109946871e-20	3.60956946875599e-19
ENPP4	48.3826568627451	11.337417221135	-2.09339797786031	3.1088295889685e-29	5.25310491622825e-28
EPAS1	1091.05180196078	111.335973189824	-3.29272788604977	1.63410267469871e-31	1.57735813812225e-29
EPB41L2	41.6560078431373	18.8272851272016	-1.14569960348731	1.10200897160114e-20	4.70383279341985e-20
EPB41L3	18.5428039215686	8.21657886497065	-1.17424968592816	1.6064800583074e-19	6.11304601668777e-19
EPB41L4A	4.15470196078431	1.61934794520548	-1.35933198120836	3.53630412402919e-23	1.96963872399494e-22
EPB41L5	30.7879901960784	9.25343757338552	-1.73430637375648	2.74802259265077e-27	2.91218218954122e-26
EPDR1	71.6466705882353	25.5594786692759	-1.48704125391732	1.31158413786994e-24	8.84500371897206e-24
EPOR	14.6658176470588	6.14136497064579	-1.25582625871145	1.19227153406914e-22	6.28537992247851e-22
ERG	33.5931431372549	6.0515011741683	-2.47280181135116	1.40749321548176e-30	4.45024962581247e-29
ERICH2	25.3530352941176	5.78258062622309	-2.1323730971171	2.25510348289016e-27	2.42445955471238e-26
ERICH3	7.32373921568627	0.832686497064579	-3.13673508608262	2.68924784092651e-15	7.32893320556092e-15
ERP27	30.796531372549	10.8305401174168	-1.50766267693985	4.02512407737993e-20	1.61639500799246e-19
ESAM	214.31948627451	26.5157990215264	-3.01483890002964	7.03376943896127e-32	1.57735813812225e-29
ESYT3	12.3984470588235	1.85588493150685	-2.7399802617833	5.56841894826626e-30	1.2635163734545e-28
ETS1	136.893984313725	40.9066761252446	-1.74265082920131	2.4556092996693e-26	2.1811303391339e-25
ETV1	32.3588294117647	9.00056477495108	-1.84607198205282	9.37493875947488e-27	8.94495040223819e-26
EVA1A	40.4579823529412	14.4077491193738	-1.48957940914386	2.6915856178475e-21	1.21902373118279e-20
EVI2A	13.7181647058824	5.69947436399217	-1.26718670499799	4.45200760913014e-20	1.78410670023348e-19
EVI2B	82.1997039215686	22.8951818003914	-1.84408917656227	2.27304896630608e-28	3.07191532473457e-27
EXOC3L1	14.157137254902	4.39135283757339	-1.68879220217814	6.40147769266456e-27	6.29472107381241e-26
F10	13.5291156862745	2.11535616438356	-2.67709504569306	2.34901266905531e-30	6.56606435718211e-29
F13A1	72.899568627451	29.0621318982387	-1.32676973963158	3.47067914856619e-14	8.68377301423131e-14
F2RL3	21.5684431372549	3.53855870841487	-2.60768828257606	7.73581116400632e-22	3.73004237590176e-21
F8	22.3563960784314	3.43483268101761	-2.70237591121955	7.65695507112682e-31	2.9705905291748e-29
FABP3	61.7453078431373	13.3589285714286	-2.20852520368785	1.25206252384735e-21	5.88585487552218e-21
FABP4	314.251729411765	32.9138277886497	-3.25515496136516	5.67683449454814e-29	8.96408684337947e-28
FAM107A	178.625529411765	4.8405542074364	-5.20562224217023	1.48484742726087e-31	1.57735813812225e-29
FAM107B	78.3638725490196	26.9486410958904	-1.53997616788894	3.69344451626152e-27	3.80359987902721e-26
FAM110D	9.63635098039216	1.30850254403131	-2.88057021183194	2.47476281567863e-30	6.79101072651975e-29
FAM124A	3.45079411764706	1.44466281800391	-1.2561955925253	1.05584978578812e-21	5.01055464250454e-21
FAM124B	5.24708431372549	1.01382015655577	-2.371714219694	1.07258173660852e-24	7.34326877583754e-24
FAM13C	4.38910784313726	0.838039921722114	-2.38883684219396	2.66628899883878e-29	4.56830769583015e-28
FAM149A	6.17598431372549	2.15468101761252	-1.51919478206948	1.76814370350088e-24	1.1684717569611e-23
FAM162B	38.1234156862745	4.72867064579256	-3.01117081801689	1.01691326596969e-30	3.5203530871206e-29
FAM166B	17.6720784313725	3.4120553816047	-2.37275875815231	3.00889360787868e-11	6.25547776408532e-11
FAM167A	27.0928901960784	5.05132602739726	-2.42318023888915	5.68600841414808e-26	4.73286623838324e-25
FAM167B	38.0205215686275	11.0768833659491	-1.77922630681469	1.5561643151457e-26	1.43313604493739e-25
FAM174B	40.9170705882353	13.4536835616438	-1.60470162998166	1.06757876768027e-24	7.31272498348621e-24
FAM180A	5.11589215686274	1.36961174168297	-1.90121887736091	2.09168492326034e-22	1.07540413078427e-21
FAM181A	3.93253921568627	1.65558043052838	-1.24812405173529	6.48258385434754e-16	1.84839207217626e-15
FAM183A	37.0066607843137	11.734671037182	-1.65700756428674	8.46533806297579e-06	1.24648848498458e-05
FAM184A	9.81502549019608	1.81128258317025	-2.43798037179684	8.69992907678917e-29	1.29787560735614e-27
FAM189A2	27.6564568627451	1.84565068493151	-3.90541490726298	2.34506033722433e-31	1.62727026226264e-29
FAM20A	32.1313156862745	14.7026530332681	-1.12790354935182	8.81855537873617e-19	3.14472994465951e-18
FAM216B	27.1976588235294	2.32088767123288	-3.55073386511528	9.21496147579999e-21	3.97099249552428e-20
FAM241A	9.9357862745098	3.43797945205479	-1.53107321833148	3.48156230955863e-27	3.59913217203115e-26
FAM78A	12.847262745098	5.32285792563601	-1.2711880452498	7.96428955753424e-23	4.2822003535222e-22
FAM81B	10.3321470588235	1.34533679060665	-2.94110079647811	4.72321747012675e-21	2.09419241590086e-20
FAR2	11.2570274509804	4.36975772994129	-1.36520071679018	3.3185424746749e-22	1.66432814994035e-21
FAT4	7.50220980392157	1.73837553816047	-2.10957583076738	1.47342831731766e-27	1.63861249687856e-26
FAXDC2	46.4508764705882	5.77918180039139	-3.00676865897225	2.52692380663062e-30	6.90610333431846e-29
FBLN5	125.978758823529	16.4812716242661	-2.93428103849505	3.47071461476494e-31	1.90480591990322e-29
FBP1	267.5419	29.379246183953	-3.18689556644897	3.98222977469868e-31	2.04426175620558e-29
FCER1A	26.8566333333333	5.82005009784736	-2.20617498745977	1.83561408200333e-26	1.67005923339354e-25
FCER1G	441.784754901961	140.211159686888	-1.65574245416039	3.38019696425854e-27	3.51316699110505e-26
FCGR1A	12.6663803921569	5.01552035225049	-1.33653302063702	1.12743198575279e-21	5.33153435985929e-21
FCGR2A	69.3973509803922	25.1200369863014	-1.46604200520368	8.52481464338724e-25	5.91437461678688e-24
FCGR3A	310.212403921569	92.0505866927593	-1.75275755218933	4.15404306652595e-24	2.60733312139316e-23
FCGR3B	22.8895274509804	5.53194598825832	-2.04882870333069	5.39130815004243e-18	1.79812379776983e-17
FCGRT	227.76452745098	81.221784148728	-1.48760445252545	2.52693507677455e-30	6.90610333431846e-29
FCHO2	39.5507549019608	15.8830659491194	-1.31621580505922	7.62421971003563e-29	1.15527281802249e-27
FCN1	24.1537411764706	2.76839569471624	-3.12512459425757	5.2326119835286e-30	1.20145928604737e-28
FCN3	351.309511764706	11.9939502935421	-4.87236383421363	4.57236358749536e-30	1.08111413709823e-28
FCRL1	3.1587	1.22717690802348	-1.36398768170816	7.64025274071907e-12	1.65015281158932e-11
FCRL6	5.8743	1.44533444227006	-2.02301358297421	3.71752222778418e-24	2.3475417987614e-23
FERMT2	48.7506176470588	12.571059295499	-1.95531427420969	1.1246922453609e-29	2.21995659436919e-28
FERMT3	85.8605098039216	32.6740898238748	-1.39384769036055	2.89456477419391e-24	1.85298809940218e-23
FES	30.7344254901961	13.5069031311155	-1.18615858663312	2.7683390225884e-23	1.5612090703411e-22
FFAR2	7.27799019607843	3.13430665362035	-1.21539377097473	5.86876002631179e-09	1.05476928947717e-08
FFAR4	9.7813568627451	0.861518786692759	-3.5050804466643	7.83562113841994e-30	1.65822492756428e-28
FGD2	10.8041019607843	3.61124363992172	-1.58101149701939	2.3187906758697e-23	1.32260215103155e-22
FGD3	19.7981352941176	7.90019745596869	-1.32540393783553	1.05040234496317e-25	8.34695824564318e-25
FGD4	14.9480803921569	5.15877377690802	-1.53486014002414	4.82664729448222e-28	6.02818676778272e-27
FGD5	39.0894980392157	5.99157025440313	-2.7057750033711	3.18892917271583e-31	1.84779968930628e-29
FGF18	5.6212568627451	1.17275127201566	-2.26099567457541	3.69298985412382e-27	3.80359987902721e-26
FGF2	7.50590392156863	3.01135636007828	-1.31761237843681	2.25406213645895e-18	7.7199626850158e-18
FGF7	13.4379921568627	4.54449217221135	-1.56412659987792	1.19665242947772e-23	7.05198060346042e-23
FGFR4	57.2406215686275	6.95635244618395	-3.04063640390184	7.41912218035889e-31	2.90334981324711e-29
FGG	149.206507843137	46.290173776908	-1.6885325783142	1.23467607368008e-18	4.34437364366817e-18
FGL2	36.8133784313725	14.1521708414873	-1.3792067854701	1.6605049764459e-19	6.29909460157238e-19
FGR	91.7763960784314	17.6005446183953	-2.38250308413506	1.56283290674039e-30	4.79541069861409e-29
FHAD1	3.27593725490196	0.996236203522505	-1.71734797978704	9.91930766359853e-14	2.40734446820499e-13
FHL1	216.766264705882	15.1743005870841	-3.83643832127999	8.34662598043978e-32	1.57735813812225e-29
FHL5	28.4432529411765	1.71191996086106	-4.05439931302299	8.43620302774089e-32	1.57735813812225e-29
FHOD1	37.6719196078431	17.2085176125245	-1.13036672388866	5.33053406752772e-24	3.30278411211095e-23
FIBIN	44.6511960784314	12.0398567514677	-1.8908805943414	4.13979331225539e-22	2.05785528382769e-21
FILIP1	7.57147450980392	0.910736790606654	-3.05546821551215	4.06719210661041e-31	2.0478252830478e-29
FILIP1L	59.2254647058824	19.671240704501	-1.59012965930441	8.52483001575236e-25	5.91437461678688e-24
FKBP5	52.8730980392157	24.729033072407	-1.09632803212749	4.59697491184155e-06	6.88144564638793e-06
FLI1	31.3146529411765	6.5074168297456	-2.26668101670498	1.25428672293578e-30	4.07070313614326e-29
FLNC	15.2717431372549	6.68903913894325	-1.19099385077378	8.47251302043888e-15	2.22111682696521e-14
FLRT3	83.524	14.3551066536204	-2.54062675551892	1.71523258823035e-29	3.12514914624804e-28
FLT1	26.1181352941176	11.5819800391389	-1.17316998371708	7.57330080034037e-18	2.49504963653966e-17
FLT4	23.265537254902	4.63740391389432	-2.32680520783939	6.03438038724403e-29	9.41851671770886e-28
FLVCR2	21.8644666666667	4.71316105675147	-2.21382127096555	3.71451672584258e-30	9.23571136059223e-29
FMN1	4.77681568627451	1.63463796477495	-1.54707806452678	4.25114380170727e-24	2.6645632528714e-23
FMNL1	28.0395215686274	12.2967712328767	-1.18918217681913	8.10867910795357e-23	4.35635800383928e-22
FMO2	146.718770588235	16.5723268101761	-3.14620537410396	3.14077424308177e-29	5.30044913198087e-28
FMO5	25.431431372549	3.28203444227006	-2.95395038043651	9.63445190540966e-30	1.97082932083236e-28
FNIP2	29.9632745098039	9.10508121330724	-1.71845150548131	2.02156866775818e-29	3.59121809781676e-28
FOLR1	467.174356862745	29.5396679060665	-3.9832355749656	1.42282478169092e-31	1.57735813812225e-29
FOLR2	81.3330352941176	31.1432401174168	-1.38492240626284	1.80796570777323e-18	6.24919227359098e-18
FOLR3	10.8918	1.81047358121331	-2.58880336634917	2.53481143773465e-23	1.437919715162e-22
FOS	1166.86372941176	226.980828962818	-2.36199373146213	9.96747243138626e-23	5.29181460071356e-22
FOSB	632.430709803922	42.0086857142857	-3.91214786889739	1.02832128995438e-24	7.0545684368054e-24
FOXA2	48.699662745098	5.15098297455969	-3.24099210471974	4.86305614238603e-30	1.13054787776086e-28
FOXF1	49.0433274509804	6.85350939334638	-2.8391420394014	1.69924367564426e-30	5.15542545188074e-29
FOXJ1	50.019662745098	14.2733197651663	-1.80917440667535	1.54543986043619e-13	3.70407282919732e-13
FOXP1	6.50250784313725	2.55765009784736	-1.34617732607939	2.85865420743897e-27	3.019928830566e-26
FPR1	86.6375156862745	16.7684902152642	-2.3692390757422	1.0979983852195e-24	7.50586136650555e-24
FPR2	27.3349843137255	2.51403542074364	-3.44267166621143	2.39040258715237e-28	3.18904086002708e-27
FRAT1	10.7962117647059	5.31192681017613	-1.02321800634609	1.32541756489588e-16	3.98452093712175e-16
FREM1	3.51150980392157	1.27015949119374	-1.46708179860994	5.89066461159342e-22	2.88051419672795e-21
FRMD3	8.86122745098039	1.16214422700587	-2.93071742932264	1.32173073591512e-30	4.23868109112889e-29
FRMD4B	21.8407352941176	10.8209227005871	-1.01319790402191	2.21092707052077e-24	1.43785827911395e-23
FRY	16.2848490196078	3.06855694716243	-2.40789808146895	1.54655984499548e-30	4.76715784797026e-29
FRZB	29.091331372549	11.9483659491194	-1.28377599362718	1.44343806147743e-18	5.04474689826735e-18
FSTL3	107.824009803922	37.1399686888454	-1.53763396310919	1.49079596106665e-22	7.77113369512002e-22
FXYD4	3.27137450980392	0.822469667318982	-1.9918625515114	7.75332143524091e-26	6.29450346946407e-25
FXYD6	15.0262470588235	5.79311291585127	-1.37507403756753	2.70648198631698e-22	1.37317820899484e-21
FYCO1	36.5453549019608	13.3241446183953	-1.45564512603027	7.34379787657173e-28	8.81321023391955e-27
FYN	34.7821862745098	17.1611753424658	-1.01920025357607	1.001303787763e-19	3.87241547940082e-19
FZD4	37.7520882352941	6.76345870841487	-2.4807233404607	2.13841447474552e-30	6.11670824389268e-29
FZD5	29.9115509803922	11.5767878669276	-1.36946770533103	2.93138971301189e-22	1.48116840464342e-21
G0S2	142.056403921569	66.6793440313112	-1.09115205311356	1.59315977850892e-14	4.08843379008723e-14
GAB1	18.8086411764706	8.62871800391389	-1.1241774909944	9.60509854288384e-20	3.7253213279941e-19
GAB2	45.668031372549	13.1357338551859	-1.79768779841562	3.13608230140026e-28	4.07118603106374e-27
